,question,category,answer,choices/0,choices/1,choices/2,choices/3
1081,How many seasons did baseball player Hank Aaron spend with the Milwaukee Brewers?,rated,2,5,1,2,0
1082,Who is Fred Flintstones boss at the Slate Rock and Gravel Company?,rated,Mr. Slate,Mr. Rocker,Mr. Pebble,Mr. Stone,Mr. Slate
1083,"This character, who was first featured in a 1976 Academy Award-winning movie, was portrayed by Sylvester Stallone.",rated,Rocky Balboa,Rocky Balboa,Johnny Bravo,Barney Rubble,Peter Honey
1084,"This successful Hollywood actress allegedly had an affair with the 35th US President. In 1962, she made her last significant public appearance, singing Happy Birthday, Mr. President at a televised birthday party.",rated,Marilyn Monroe,Betty Grable,Ava Gardner,Kathryn Hepburn,Marilyn Monroe
1085,"Jumping spiders, which represent the largest family of spiders, are superior to most other spiders in which of the following ways?",rated,They have better vision,They lay more eggs.,They have better vision,They are more agile.,They produce stickier webs.
1086,"This US state is famous for Lake Okeechobee, the fourth largest lake completely within the United States.",rated,Florida,California,Alabama,Florida,Kentucky
1087,"Which of these is one of the nicknames of baseball player George Herman Ruth, also known as Babe Ruth?",rated,The Sultan of Swat,The Iron Horse,The Boston Menace,The Sultan of Swat,The Yankee menace
1088,"Gomer Pyle, the auto mechanic in the American TV sitcom The Andy Griffith Show, joined which branch of the military?",rated,Marines,Air Force,Marines,Navy,Army
1089,"Born February 22, 1975, this actress shot to fame after starring in E.T. the Extra-Terrestrial.",rated,Drew Barrymore,Ava Jones,Eve Plumb,Betty Pike,Drew Barrymore
1090,"Once more unto the breach dear friends, once more!  This line is from the final play of a historical tetralogy by Shakespeare. Name the play.",rated,King Henry V,Hamlet,King Henry V,Macbeth,Julius Caesar
1091,"Take then thy bond, take thou thy pound of flesh. These words are uttered by a Shakespearean heroine in one of his most popular comedies, which has raised numerous questions related to anti-semitism.",rated,The Merchant of Venice,Henry V,The Taming of the Shrew,Richard III,The Merchant of Venice
1092,"Blow winds, and crack your cheeks! Rage! Blow!  The tragedy, this line was extracted from is based on a legend, that had been mentioned in numerous chronicles, poems, and sermons, before Shakespeare created his interpretation of it.",rated,King Lear,Twelfth Night,The Tempest,Macbeth,King Lear
1093,"Is it possible?--Confess,--handkerchief!--O devil!  These words belong to the protagonist of which 1603 Shakespearean tragedy?",rated,Othello,Othello,Antony and Cleopatra,A Midsummer Nights Dream,Much Ado About Nothing
1094,"O true apothecary! Thy drugs are quick.  These are among the last words of a famous Shakespearean character, right before his tragic death, in which play?",rated,Romeo and Juliet,Henry VIII,Julius Caesar,Romeo and Juliet,Hamlet
1095,"All that I have to say, is to tell you that the lantern is the moon; I, the man i the moon; this thorn-bush, my thorn-bush; this dog, my dog.  This extract is from a Shakespearean romantic comedy, often defined as a journey into fantasy and the surreal world.  Name it.",rated,A Midsummer Nights Dream,Loves Labours Lost,The Merry Wives of Windsor,Much Ado About Nothing,A Midsummer Nights Dream
1096,"I am the man!  If it be so,--as tis,--poor lady, she were better love a dream.  These words belong to Viola, who is disguised as a man, in what Shakespearean play?",rated,Twelfth Night,Twelfth Night,Much Ado About Nothing,Troilus and Cressida,A Comedy of Errors
1097,"It is a tale told by an idiot, full of sound and fury, signifying nothing.  This is the end of a famous speech by the protagonist of Shakespeares shortest tragedy, often compared to a morality play because of its references to moral issues such as power, ambition, and betrayal.",rated,Macbeth,A Comedy of Errors,Macbeth,Richard III,Alls Well That Ends Well
1098,How many chromosomes do normal human diploid cells contain?,rated,46,5,46,10,23
1099,Which  Beethoven Symphony has the directions allegro con vivio?,rated,9th,9th,5th,3rd,They all do
1100,Who wrote the Unfinished Symphony?,rated,Schubert,Schubert,Schiller,Schwartz,Schumann
1101,What type of people are eligible to get an Edgar Award?,rated,Mystery Writers,Cryptographers,Poets,Mystery Writers,Tarzan still book writers
1102,What is the southern most state in the USA?,rated,Hawaii,Florida,California,Hawaii,Texas
1103,"Which famous person was both born and died in years, when Halleys Comet was visible?",rated,Samuel Clemens,Richard Nixon,Samuel Clemens,Frank Sinatra,Nero
1104,Name the first woman to get a doctorate in mathematics.,rated,Sophia Kovalevskaya,Henrietta Von Heimer,Elizabeth Blackwell,Carmine Vitale,Sophia Kovalevskaya
1106,Which was the capital city of the Persian Empire?,rated,Ecbatana,Ecbatana,Schem,Baghdad,Tehran
1108,"In 2007, what city was the most populous state capital in the United States?",rated,Phoenix,Denver,Phoenix,Austin,Boston
1109,What is the capital of New York State?,rated,Albany,New York City,Buffalo,Albany,Rochester
1112,Which city serves as the state capital of California?,rated,Sacramento,Sacramento,Oakland,San Francisco,Vallejo
1113,Which state capital also served as a capital of the Confederate States of America?,rated,Richmond,Harrisburg,Albany,Atlanta,Richmond
1114,Augusta is the capital of which state?,rated,Maine,Maine,Missouri,Minnesota,Montana
1115,Who played Vivian in the romantic comedy movie Pretty Woman?,rated,Julia Roberts,Elinor Donahue,Julian Clarey,Julie Andrews,Julia Roberts
1116,What is Vivians surname in the film Pretty Woman?,rated,Ward,World,Work,Ward,Wood
1117,"In the movie Pretty Woman, what was the name of Vivians friend?",rated,Kit,Kit,Kim,Katie,Kat
1118,Who played the financial tycoon Edward Lewis in the popular movie Pretty Woman?,rated,Richard Gere,Rolf Harris,Richard Harris,Harrison Ford,Richard Gere
1119,In the movie Pretty Woman Vivian finds Kit drunk in which bar?,rated,The Blue Banana,The Blue Bus,The Blue Bottle,The Blue Banana,The Blue Bank
1120,What do Vivian and Edward order from room service in the movie Pretty Woman?,rated,strawberries and champagne,strawberries and cream,strawberries and honey,strawberries and chocolate,strawberries and champagne
1121,"Who helps Vivian, the main character in Pretty Woman, pick out a dress for dinner?",rated,Bridget,Bethany,Brenda,Britney,Bridget
1123,In the movie Pretty Woman Edward and Vivian go to see which opera?,rated,La Traviata,Aida,The Marriage of Figaro,La Traviata,Tosca
1124,What sport do Vivian and Edward watch in Pretty Woman?,rated,Polo,Polo,Football,Cricket,Rugby
1128,"Ata Maivia from Samoa is the mother of this celebrity, who was born on May 2, 1972.",rated,The Rock,Dennis Rodman,Vince McMahon,The Rock,Grant Hill
1129,"Lucille Jeter was sixteen when she met Al, the father of this famous musician, who in his early career, used the stage name Maurice James.",rated,Jimi Hendrix,Smokey Robinson,Jimi Hendrix,Alan Parker,Mario van Peebles
1130,"This actress, who won an Academy Award in 1998, is the daughter of Tony Award winner Blythe Danner.",rated,Gwyneth Paltrow,Gwyneth Paltrow,Uma Thurman,Julia Roberts,Hilary Duff
1131,"This eccentric British musician, often called the chameleon of pop, is the son of Haywood Stenton Jones and Margaret Burns.",rated,David Bowie,David Bowie,Marc Bolan,Davy Jones,Sid Vicious
1132,"This actor, who won a Tony Award for leading role in Jerome Robbins Broadway, is the son of Ruth and Alex Greenspan.",rated,Jason Alexander,Jason Alexander,Jeff Goldblum,Billy Crystal,Richard Harris
1133,"This famous actress, who won an Oscar for Best Supporting Actress in the movie Ghost, is the daughter of Robert James Johnson.",rated,Whoopi Goldberg,Nicollette  Sheridan,Catherine Bell,Christina Applegate,Whoopi Goldberg
1134,"Peter Gow is the father of this Australian celebrity, whose nickname is the Body.",rated,Elle Macpherson,Nicole Kidman,Patricia Arquette,Chrissie Hynde,Elle Macpherson
1135,"Born in Minnesota in October, 1971, she is the famous daughter of Cindy Palmer Horowitz and Michael Horowitz.",rated,Winona Ryder,Vanessa Redgrave,Winona Ryder,Cher Horowitz,Susan Sarandon
1136,"Actress Tippi Hedren, who appeared in Alfred Hitchcocks movies The Birds and Marnie, is the mother of which famous movie star?",rated,Melanie Grifith,Julia Roberts,Denise Richards,Tatum ONeal,Melanie Grifith
1137,"Jane Etta Hillhouse gave birth to this movie star in 1963 in Shawnee, Oklahoma.",rated,Brad Pitt,Brad Pitt,Gary Oldman,Sean Penn,Tom Selleck
1138,In what year did mechanic Walter Hunt invent  the safety pin?,rated,1849,1772,1243,1994,1849
1139,"This person murdered John F. Kennedys presumed assassinator on November 24, 1963, in the first live broadcast of a homicide in television history.",rated,Jack Ruby,James Earl Ray,Marilyn Monroe,Lee Harvey Oswald,Jack Ruby
1140,"This lawyer and amateur poet wrote the lyrics of the US national anthem, The Star-Spangled Banner.",rated,Francis Scott Key,John Scott Key,Francis Scott Key,George Bellamy,Francis Bellamy
1142,"This epic poem follows the voyage of the king of Ithaca, who returns from the Trojan War.",rated,The Odyssey,Through the Looking Glass,Joan of Arc,The Odyssey,The Iliad
1143,"In this 1976 Martin Scorsese film, a man in New York City plans to assassinate a politician, but instead rescues a teenage girl from a house of prostitution.",rated,Taxi Driver,The Candidate,House of Games,Manhattan,Taxi Driver
1144,"In this 2002 horror film, starring Naomi Watts, a girl is thrown down a well.",rated,The Ring,The Ring,Scream,The Shining,Fear
1145,This 1995 fantasy movie starring John Travolta is about a world in which whites are the oppressed and blacks are in power.,rated,White Mans Burden,Primary Colors,Mad City,White Mans Burden,Battlefield Earth
1146,"In this 1988 film directed by John Carpenter, a man finds some glasses, puts them on, looks around, and sees that some of the people around him are actually hideous aliens.",rated,They Live,They Live,Vampires,Ghosts of Mars,Prince of Darkness
1147,"This 1999 film, directed by Anthony Minghella, stars Matt Damon as a homosexual psychopath.",rated,The Talented Mr. Ripley,Blade Runner,The Talented Mr. Ripley,The Bourne Identity,Confessions of a Dangerous Mind
1148,In which city was Whoopi Goldberg born?,rated,New York City,"Chicago, Illinois","Los Angeles, California","Oakland, California",New York City
1149,What statement is true about Whoopi Goldbergs first husband?,rated,He was Whoopis drug treatment counselor.,He was Whoopis drug treatment counselor.,His name is Frank Langella.,His name is Ted Danson.,He was Whoopis first drama coach.
1150,What statement regarding Whoopi Goldberg is not true?,rated,She has one eyebrow.,She is dyslexic.,She has one eyebrow.,She hates flying so she tries to bus whenever she can.,She is a former heroin addict.
1151,Whoopi Goldberg was inspired to become an actress by watching the performance of this actress.,rated,Nichelle Nichols,Lena Horne,Hattie McDaniels,Eartha Kitt,Nichelle Nichols
1152,Name the famous director who discovered Whoopi Goldberg.,rated,Mike Nichols,Mike Nichols,Brian DePalma,Steven Spielberg,Oliver Stone
1153,How did Whoopi Goldberg get the name Whoopi?,rated,Her friends called her Whoopi because of her flatulence.,It was given to her by her mother.,Her first agent  made up the name.,She made it up and used it because it was interesting.,Her friends called her Whoopi because of her flatulence.
1154,Whoopi Goldbergs first big part was in the 1985 movie The Color Purple. What role did she play?,rated,Celie,Squeak,Millie,Sofia,Celie
1155,"In 2001, Oscar-winning actress Whoopi Goldberg starred in Rat Race, the first movie that featured two Oscar-winning African-Americans. Who was the other award -winning actor?",rated,"Cuba Gooding, Jr.",Sidney Poitier,Angela Basset,"Cuba Gooding, Jr.",Harry Belafonte
1156,Whoopi Goldberg was the second African-American actress to win an Oscar. Who was the first?,rated,Hattie McDaniels,Butterfly McQueen,Lena Horne,Hattie McDaniels,Eartha Kitt
1157,Whoopi Goldberg was very influential in developing Comic Relief  around 1986. Who were the other two  comedians who helped develop Comic Relief?,rated,Robin Williams and Billy Crystal,Robin Williams and Billy Crystal,Paul Rodriguiz and Billy Connelly,Bill Cosby and Steve Martin,Jim Norton and Bill Rafferty
1159,What tattoo does Whoopi Goldberg have on her shoulder?,rated,Woodstock,Snoopy,Bugs Bunny,Woodstock,Daffy Duck
1160,This female poet lived between 630 and 612 BC on the island of Lesbos in Greece. She was considered a lyricist because the poems she wrote were to be performed with the accompaniment of a lyre.,rated,Sappho,Sarojini Naidu,Pindar,Maya Angelou,Sappho
1161,"This Arab poetess was born in 1001 in the family of the Caliph of Cordova. After the death of her father, she inherited a tremendous wealth, which helped her to open a salon for writers.",rated,Walladah Al-Mustakfi,Sarojini Naidu,Hanan Ashrawi,Gabriela Mistral,Walladah Al-Mustakfi
1162,"This lady is a famous English novelist. Her first novel Northanger Abbey was published posthumously.  In addition, 100 years after her death, 3 volumes of her juvenilia were also published.",rated,Jane Austen,Elizabeth Browning,Harriet Beecher Stowe,Emily Bronte,Jane Austen
1163,"When her family discovered her poetic talent, they urged this English author and her two sisters to publish a collective volume of their works. The sisters used male pen names, as there were prejudices against female authors at the time. Later, she published her only novel Wuthering Heights, which became a literary classic.",rated,Emily Bronte,Charlotte Bronte,Carol Anshaw,Jane Austen,Emily Bronte
1164,"This female author became famous for her poems devoted to her husband Robert, who was also a famed poet. She met him at the age of 39.",rated,Elizabeth Browning,Angela Jackson,Elizabeth Browning,Margaret Walker,Carol Anshaw
1165,"This author was devoted to the antislavery campaign. She wanted to do something to help this cause and one day, while in church, she decided to write a novel about slavery. Today this is her most famous work.",rated,Harriet Beecher Stowe,Kate Chopin,Harriet Beecher Stowe,Katherine Porter,Alice Walker
1166,This author was a convinced vegetarian. That is why her most famous character - Frankenstein is also a vegetarian.,rated,Mary Shelley,Mary Shelley,Kate Chopin,Mary Wollstonecraft,Katherine Porter
1167,She is one of Russias greatest poetesses of the 20th century. Her real name was Anna Gorenko but she adopted a pen name because of her father. He was afraid that a poetess would bring shame to the family.,rated,Anna Akhmatova,Tatyana Shcherbina,Marina Tsvetaeva,Anna Akhmatova,Mary Ann Evans
1168,This is one of Latin Americas foremost writers. She is considered to be one of the initiators of Latin American feminist literary awakening. She has a special tradition of her own - to start every new book on January 8th .,rated,Isabel Allende,Juana de Ibarbourou,Isabel Allende,Delia Galvan,Barbara Mujica
1169,"Which famous NBA player, founder of the Stand Tall Foundation, was selected by the Milwaukee Bucks in the 1993 NBA Draft.",rated,Vin Baker,Gary Payton,Magic Johnson,Vin Baker,Dikembe Mutombo
1170,Which NBA star was charged with sexual assault on a 19-year old hotel employee in the summer of 2003?,rated,Kobe Bryant,Gary Payton,Kobe Bryant,Jason Caffey,Sam Cassell
1171,This basketball player and his teammates Glenn Robinson and Ray Allen formed the Milwaukee Bucks Big Three in the period between 1999 and 2003 .,rated,Sam Cassell,Kevin Garnett,Sam Cassell,Tim Duncan,Tracy McGrady
1172,Which NBA star was elected president of the Executive Committee of National Basketball Player Association in 2004?,rated,Antonio Davis,Derek Fisher,Antonio Davis,Pat Garrity,P.J. Brown
1173,"In 1995, this professional basketball player, nicknamed The Big Ticket and The Kid was drafted out of high school to Minnesota Timberwolves.",rated,Kevin Garnett,Jason Kidd,Kenny Anderson,Kevin Garnett,Tim Hardaway
1174,"Which NBA star, famous for taking part in a Sprite commercial, was granted the 2004-2005 NBA Sportsmanship Award for his sportsmanship, ethical behavior, fair play and integrity?",rated,Grant Hill,Ray Allen,David Robinson,Joe Dumars,Grant Hill
1175,"Who was the first Cleveland Cavalier player to get the prize NBA Rookie of the year in 2004, when he was only 19?",rated,Lebron James,Alan Henderson,Luke Jackson,Eric Snow,Lebron James
1176,"When this NBA player was a rookie at the Denver Nuggets, he asked Michael Jordan to make a free throw with his eyes closed. Jordan did it, nailed the shot and told him Welcome to NBA.",rated,Dikembe Mutombo,Tim Hardaway,Dikembe Mutombo,Nick Van Exel,Avery Johnson
1177,"In 2004, the New Jersey Nets traded this NBA player to Toronto Raptors, but he refused to play for Toronto, because the teams season record was poor.",rated,Alonzo Mourning,Vince Carter,Eric Williams,Alonzo Mourning,Jason Kidd
1178,"Before leaving the NBA in 2005, this player, mainly associated with the Charlotte Hornets, was the smallest player in the history of the league with his 1.60 m height and 62 kg weight.",rated,Muggsy Bogues,Travis Best,T.J. Ford,Damon Stoudamire,Muggsy Bogues
1179,"This Central-African country is named after a lake, located within its territories.",rated,Chad,Cambodia,Chad,Central African Republic,Comoros
1180,Because of its close economic relations with France this country has turned into one of the most prosperous tropical African states.  Its name relates to the tusks of elephants.,rated,Cote dIvoire,Cote dIvoire,Cocos,Chad,Cameroon
1181,This country is a Caribbean communist state that is famous for both its ruler and its cigars.,rated,Cuba,Cook Islands,Costa Rica,Cuba,Cyprus
1182,This is an island nation that has been divided into two parts under Greek and Turkish authority.,rated,Cyprus,Cuba,Cambodia,Cyprus,Chad
1183,This archipelago country is located in the North Atlantic Ocean. It was not until the 15th century that the islands were colonized by the Portuguese.,rated,Cape Verde,Chile,Chad,Cape Verde,Cuba
1184,How many major islands does the African island nation of Comoros consist of?,rated,4,7,4,0,12
1185,"The former French and British parts of this country merged in 1961. It has two official languages (French and English), Yaoundé as a capital and borders Nigeria, Chad, Central African Republic, Republic of Congo, Gabon, Equatorial Guinea and the Gulf of Guinea.",rated,Cameroon,Chile,Cameroon,Cambodia,Cuba
1187,"I will not rest until I have you holding a Coke, wearing your own shoe, playing a Sega game featuring you, while singing your own song in a new commercial, starring you, broadcast during the Superbowl, in a game that you are winning, and I will not sleep until that happens. Ill give you fifteen minutes to call me back. (1996)",rated,Jerry Maguire,Eternal Sunshine of the Spotless Mind,Saving Private Ryan,American Beauty,Jerry Maguire
1188,Im always on the lookout for the next ex-Mrs. Malcolm. (1993),rated,Jurassic Park,Lawrence of Arabia,Jurassic Park,Finding Nemo,The Incredibles
1189,"Fredo, youre my older brother and I love you, but dont ever take sides with anyone against the family again. Ever. (1972)",rated,The Godfather,The Godfather,Once Upon a Time in America,Goodfellas,Pulp Fiction
1190,Let me tell you something my friend. Hope is a dangerous thing. Hope can drive a man insane. (1994),rated,Shawshank Redemption,Apocalypse Now,Schindlers List,City of God,Shawshank Redemption
1191,A census taker once tried to test me. I ate his liver with some fava beans and a nice chianti. (1991),rated,The Silence of the Lambs,The Silence of the Lambs,Faust,Touch of Evil,Psycho
1192,"Stop going for the easy buck and start producing something with your life. Create, instead of living off the buying and selling of others. (1987)",rated,Wall Street,Football  Finance,The Pawnshop,Wall Street,Money
1193,Raise your hands - and all of your flippers. (1997),rated,Men in Black,Men in Black,Alien,Star Wars,The Incredibles
1194,The men may be the head of the house but the women are the neck and they can turn the head anyway they want. (2002),rated,My Big Fat Greek Wedding,Mr. Smith Goes to Washington,The Princess Bride,My Big Fat Greek Wedding,Filantropica
1195,"Look, you dont know me from Adam. But I was a better man with you as a woman than I ever was with a woman as a man. Know what I mean? (1982)",rated,Tootsie,Tootsie,The African Queen,Kin-Dza-Dza,Some Like It Hot
1196,"Let me see if Ive got this straight: in order to be grounded, Ive got to be crazy and I must be crazy to keep flying. But if I ask to be grounded, that means Im not crazy any more and I have to keep flying. (1970)",rated,Catch 22,Catch 22,Paths of Glory,The Great Escape,Apocalypse Now
1197,"This Mel Gibson historical epic, that won several Academy Awards including Best Picture, ends with the following line: They fought like warrior poets, they fought like Scotsmen, and won their freedom. (1995)",rated,Braveheart,Forrest Gump,Lethal Weapon,The Passion of the Christ,Braveheart
1198,What is Casablancas (1942) classic ending line?,rated,"Louis, I think this is the beginning of a beautiful friendship.","Louis, I think this is the beginning of a beautiful friendship.","Heres looking at you, kid.",Well always have Paris.,Round up the usual suspects!
1199,Gone With The Wind (1939) ends with this line.,rated,"After all, tomorrow is another day!","After all, tomorrow is another day!","As God as my witness, Ill never be hungry again!","You should be kissed and often, and by someone who knows how.","Frankly, my dear, I dont give a damn!"
1200,"What 1998 Drew Barrymore film ends with this line: And while Cinderella and her prince did live happily ever after, the point, gentlemen, is that they lived.?",rated,Ever After,A Cinderella Story,Happily Ever After,Cinderella,Ever After
1201,"What contemporary classic horror film ends with these lines: Several more local teens are dead, bringing to an end the harrowing mystery of the mass killings that has terrified this peaceful community, like the plot of some scary movie. It all began with a scream over 911, and ended in a bloodbath that has rocked the town of Woodsboro.?",rated,Scream,Freddy VS Jason,I Know What You Did Last Summer,Scream,Urban Legend
1202,"What movie starring Johnny Depp, Kiera Knightley and Orlando Bloom ends with the line, Drink up, me earties, yo-ho!?",rated,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: At Worlds End,Pirates of the Caribbean: Dead Mans Chest,Pirates of the Caribbean: The Curse of the Black Pearl,None of these
1203,"This Oscar-winning Bill Murray film ends with a line whispered so softly, that very few can hear it.",rated,Lost in Translation,Stripes,Lost in Translation,Groundhog Day,Ghostbusters
1204,"What film directed by Ang Lee ends with Heath Ledger whispering, Jack, I swear.",rated,Brokeback Mountain,Sense  Sensibility,The Four Feathers,"Crouching Tiger, Hidden Dragon",Brokeback Mountain
1205,What does the word elysian mean?,rated,"Happy, blissful, relating to paradise","Disgusting, horrible, abominable","Happy, blissful, relating to paradise",Voluptuous,"Friendly, amiable"
1206,"If your behaviour is agrestic, it is this.",rated,Rustic and uncouth,Wise and sage,Rustic and uncouth,Sweet and kind,In harmony with the given situation
1207,What does the word casuistry mean?,rated,Moral philosophy based on the application of general ethical principles,The hypothesis that the Earth moves around the Moon,Psychological analysis of a persons intentions and motivation,Moral principles concerning sexual relations with women,Moral philosophy based on the application of general ethical principles
1208,If you are a deipnosophist then you are good at this.,rated,Across-the-table chit chat,Across-the-table chit chat,Pottery,Drawing sketches,Telling jokes
1209,A Syzygy is the straight line configuration of 3 ...?,rated,Celestial bodies,Volcanoes,Celestial bodies,Capital cities,Black holes
1210,Pleonasm is a literary term. Which of these could be considered an example of pleonasm?,rated,A tiny little child,A cheerful child,An ugly man,A 500-kilogram person,A tiny little child
1212,"If leaves are glabrous, then they have none of these qualities, except one. Can you spot it?",rated,Softness,Projections,Pubescence,Hairs,Softness
1213,Which of the following characters can be described as oleaginous?,rated,Uriah Heep (David Copperfield by Dickens),Uriah Heep (David Copperfield by Dickens),Robinson Crusoe (Robinson Crusoe by Defoe),Horatio (Hamlet by Shakespeare),Dorian Gray (The Picture of Dorian Gray by Wilde)
1214,The word inanition means this.,rated,Mental hollowness,Relating to charity,Excessive talking,Power and might,Mental hollowness
1215,Actor Brad Pitt portrays the character of J.D. in what 1991 road movie?,rated,Thelma and Louise,Meet Joe Black,Legends of the Fall,Thelma and Louise,Kalifornia
1216,"What character is portrayed by actor Brad Pitt in the 1994 movie, Interview with the Vampire?",rated,Louis de Pointe du Lac,Lestat de Lioncourt,Santiago,Louis de Pointe du Lac,Daniel Malloy
1218,"Actor Brat Pitt appeared in all, but one of these movies.  Which one did he not appear in?",rated,Speed,Mr.  Mrs. Smith,Speed,Thelma and Louise,A River Runs Through It
1219,"Who starred in the 1995 movie Se7en opposite Brad Pitt, portraying the character of Detective Lt. William Somerset?",rated,Morgan Freeman,Denzel Washington,Morgan Freeman,Samuel L. Jackson,Eddie Murphy
1221,"Who played the role of Brad Pitts characters father in the 1994 movie, Legends of the Fall?",rated,Anthony Hopkins,Al Pacino,Paul Newman,Anthony Hopkins,Dustin Hoffman
1222,"Brad Pitt had a small role in the 1993 movie, True Romance.  Who was the lead male actor in the movie?",rated,Christian Slater,Keanu Reeves,Christian Slater,Tom Cruise,George Clooney
1224,"What famous male actor appears opposite Brad Pitt in the 1997 movie, The Devils Own?",rated,Harrison Ford,Harrison Ford,Anthony Hopkins,Paul Newman,Morgan Freeman
1225,Identify the incorrect pairing in the following list.,rated,Virgin - Virginess,Widower - Widow,Monk - Nun,Virgin - Virginess,Aviator - Aviatrix
1226,What is the male equivalent of the word witch?,rated,Warlock,Witcher,Ogre,Warlock,Goblin
1227,"In British peerage, which of the following is the correct pairing of male and female?",rated,All of these,Duke - Duchess,Baron - Baroness,All of these,Viscount - Viscountess
1228,What is the female of the horse family called?,rated,Mare,Stallion,Doe,Steed,Mare
1229,"In the bovine family, what is the male counterpart of the cow?",rated,Bull,Boar,Bull,Buck,Ox
1230,What is the correct term for a woman skilled in the art of massage?,rated,Masseuse,Masseur,Masseuse,Massagess,Massage Artist
1231,"In the animal world, what is a male cat called?",rated,Tom,Tom,Bitch,Ram,Cat
1232,What is the term for a female cat who has given birth - or is about to give birth - to her kittens?,rated,A queen,A duchess,A queen,A lady,A princess
1233,What are the accurate names for young male and female horses?,rated,Colt and Filly,Colt and Filly,Mare and Steed,Billy and Frilly,Colt and Foal
1234,Which of these pairs is grammatically and politically correct?,rated,Abbot - Abbess,Saint - Saintess,Chief - Squaw,Maharajah - Maharjahess,Abbot - Abbess
1235,"A doe is a deer, a female deer. What is the male of the family called?",rated,All of these,Stag,Hart,All of these,Buck
1236,Which of this pairing of animals is incorrect?,rated,Goat - Nanny,Boar - Sow,Dog - Bitch,Goat - Nanny,Ram - Ewe
1237,What is the male counterpart of a nun?,rated,Monk,Priest,Monk,Deacon,All of These
1238,What is the male equivalent of a mermaid?,rated,Merman,There is no term,Merrimen,Manatee,Merman
1239,A male sheep is a ram. What is the female sheep called?,rated,Ewe,Nan,Doe,Dam,Ewe
1240,"In which battle between Germans and Russians, the Germans had the largest number of military machinery during WWII?",rated,Battle of Kursk,Battle of Smolensk,Battle of Lenino,Battle of Oder-Neisse,Battle of Kursk
1241,"Which Soviet espionage organisation warned the Soviet Front commanders about the German offensive, planned to begin between July 3rd and July 6th, 1943?",rated,The Red Orchestra,KGB,The Red Orchestra,NKVD (Narodnyi Komissariat Vnutrennikh Del),Gestapo
1242,"During WW II, Italy invaded Greece on October 28th, 1940. The Italians attacked Greece through which country?",rated,Albania,Cyprus,Turkey,Bulgaria,Albania
1243,"Who headed the Anglo-American invasion, known as Operation Torch, which began on November 8th, 1942?",rated,General Dwight Eisenhower,Admiral Andrew Cunningham,Marshal Georgi Zhukov,General Henri Giraud,General Dwight Eisenhower
1244,"In 1941, the Second Sino-Japanese war became part of the Second World War. What was the name of the British Major-General who defended Hong Kong when the Japanese attacked the colony in December, 1941?",rated,Christopher M. Malby,William Hartnet,Christopher M. Malby,Mark Aitchison Young,Edward Deveraux
1245,"Which Japanese Vice Admiral commanded the Japanese military planes during the attack on Pearl Harbor on December 7th, 1941?",rated,Chuichi Nagumo,Chuichi Nagumo,Jamaguchi Tamon,Anami Korechika,Suziki Kantaro
1246,"This battle which took place in May, 1942 was a prelude to the Battle of Midway.",rated,Battle of Coral Sea,Second Battle of El Alamein,Battle of Monte Cassino,Battle of Taranto,Battle of Coral Sea
1247,"How many nations altogether fought on the side of the Allies in the Battle of Normandy that took place on June 6th, 1944?",rated,12,9,12,3,7
1248,"Battle of the Aleutian Islands or The Forgotten Battle was fought from June 6th, 1942 to August 15th, 1943. This battle was part of the Pacific Campaign and it was the last that was fought till the end of the WWII on which countrys land?",rated,the USA,United Kingdom,the Soviet Union,Canada,the USA
1249,"What was the first attack in the Pacific Campaign, launched by the US forces on an island occupied by the Japanese?",rated,the Battle of Guadalcanal,the Battle of Makassar Strait,the Battle of Taranto,the Battle of Midway,the Battle of Guadalcanal
1250,"While the Japanese attack on Pearl Harbor was extremely successful, it could have been much worse.  Which of these statements is not a reason why?",rated,Half of the U.S. Battleships were on maneuvers in Alaska at the time of the attack,The Oil Tank farms and Machine shops were left undamaged,The Submarine Base was never hit,All 3 US Pacific Fleet aircraft carriers were not in port and were undamaged,Half of the U.S. Battleships were on maneuvers in Alaska at the time of the attack
1251,"Who was the US Naval Commander in charge at Pearl Harbor, at the time of the attack?",rated,Husband Kimmel,Husband Kimmel,Walter Short,William Bull Halsey,Chester Nimitz
1252,"While it can be argued, most historians agree that this major naval conflict was the turning point in the war in the Pacific for the Allied Forces.",rated,Midway,Midway,Battle of the Coral Sea,Okinawa,Wake Island
1253,"Most people are familiar with the Japanese suicide pilots Kamikaze that harassed allied ships toward the end of the war.  However, the Japanese had another form of suicide attack that was less well known.  Which of the following were they called?",rated,Kaiten,Kaiten,Kabuki,Banzai,Yamamoto
1254,"What was the name of the offensive strategy that the allied forces used in the Pacific, against the Japanese?",rated,Island Hopping,Clean Sweep,Island Sweeping,Island Jumping,Island Hopping
1256,"Had the atomic bombs not been dropped and the Japanese not surrendered, a planned invasion by the Allies would have commenced.  What was the code name for this planned invasion?",rated,Downfall,Dynamo,Payback,Revenge,Downfall
1266,Keanu Reeves plays FBI agent Johnny Utah in which 1991 movie?,rated,Point Break,Johnny Mnemonic,Much Ado About Nothing,Bram Stokers Dracula,Point Break
1268,"In this 1997 movie, Keanu Reeves portrays lawyer Kevin Lomax who has never lost a case.",rated,The Devils Advocate,Johnny Mnemonic,Bill and Teds Excellent Adventure,The Devils Advocate,Even Cowgirls Get the Blues
