,question,category,answer,choices/0,choices/1,choices/2,choices/3
1866,"In Thailand, pink is associated with what day of the week?",general,Tuesday,Wednesday,Tuesday,Saturday,Friday
1867,Finish this line from the pirate freecreditreport.com commercial: They say a man should always. . .,general,dress for the job he wants,bless corn on the cob he wants,make a mess in the mob he haunts,dress for the job he wins,dress for the job he wants
1868,"In the pirate freecreditreport.com ad, who stole the mans identity?",general,a hacker,a hacker,the Packers,a Quaker,a slacker
1869,Which two kinds of vehicles does the singer want to buy in the new car freecreditreport.com commercial?,general,a convertible and an SUV,a Hummer and a scooter,a Tesla and a Versa,a convertible and an SUV,a Lexus and a Harley
1870,"In the new car freecreditreport.com commercial, instead of looking fly and rolling phat, what happens when the boys drive their new car?",general,legs are sticking to the vinyl and the posses getting laughed at,legs are sticking to the vinyl and the posses getting laughed at,Megs slicker than vinyl and my boss is getting laid back,pegs are stickin to a rhino and the boss is getting flat,legs are feelin like a rhino and the mosss betting last
1871,Where do the lead singer and his wife live in one of the freecreditreport.com ads?,general,in the basement of her mom and dads,at a traveling Renaissance Faire,a pleasant suburb,in the back of a fish n chips restaurant,in the basement of her mom and dads
1872,Why couldnt the couple get a loan for a respectable home in one of the freecreditreport.com commercials?,general,She defaulted on some old credit card.,She defaulted on some old credit card.,Some punk opened a credit card in her name.,He had a poor credit score.,His credit was whack.
1873,In one of the freecreditreport.com commercials the boys are at the Renaissance Faire. How was the lead singer feeling at the beginning of the song?,general,depressed,impressed,incensed,depressed,regressed
1874,What color are the tights the lead singer is wearing in one of the freecreditreport.com commercials?,general,green,yellow,brown,blue,green
1875,"In one of the freecreditreport.com commercials, the singers relegated to riding a bicycle for transportation. How is the singer rolling in this ad?",general,eco-friendly,eco-friendly,loaded,life friendly,phat
1876,What three things do rock stars get to have according to a freecreditreport.com commercial?,general,"champagne, caviar, exotic cars","champagn, credit cards, exotic cards","cramping, Viagra, little scars","champagne, caviar, exotic cars","campaigns, caviar, cattle cars"
1877,Who was the first player selected by the Dallas Cowboys in the football draft?,general,Bob Lilly,Bedford Wynne,Bob Lilly,Abner Haynes,Don Meredith
1878,"This famous song was written about a love letter to a girl named Wendy. The writer loves her, but just has to get out of town.  What is the name of the song?",general,Born to Run,Born to Run,The Letter,Love on the Rocks,The Streets of This Town
1879,Which of these countries does not border Georgia?,general,Belarus,Armenia,Belarus,Azerbaijain,Turkey
1880,"He is a very popular American entertainer.  His wife, Compton Maalak, operates a full service non-profit salon giving free services to women trying to get off welfare and going into jobs.  He was in Beverly Hills Cop IIâ and voiced a role in Madagascar. Who is he?",general,Chris Rock,Will Smith,Tommy  Tiny  LIster,Eddie Murphy,Chris Rock
1881,The 1927 movie Wings was the first winner of the Best Picture Oscar. Which of these actors was in it?,general,Gary Cooper,Ray Milland,Gary Cooper,Brian Donleavy,Charlie Chaplin
1883,It is generally accepted that paper money was invented in this nation.,general,China,India,The Netherlands,Japan,China
1884,He was the first Major League Baseball manager to win a World Series in both the National and American Leagues.,general,Sparky Anderson,Sparky Anderson,John McGraw,Jim Leyland,Joe Torre
1885,Windows runs most computers. When the first version of the Windows Operating System released?,general,1981,1981,1961,1991,1971
1886,"Almost everyone knows of Hank Aaron, Babe Ruth, Sandy Koufax, Bob Gibson, and Ichiro Suzuki but who was Bill Klem?",general,The Father of Modern Umpires,The first professional baseball player,The Father of Modern Umpires,The man who replaced Lou Gehrig at first base for the Yankees.,The man who sold Babe Ruth to the Yankees
1887,This person was recognized as the first billionaire.,general,John D. Rockefeller,Hassan Ibn Ganeff,John D. Rockefeller,Andrew Carnegie,Bill Gates
1888,Who is the creator of the first steam locomotive?,general,Richard Trevithick,Richard Trevithick,Ronald Von Heldenberger,Robert Fulton,Robert Watts
1889,Sancho Panza was the squire to and the best friend of Don Quixote. What does panzaâ mean in Spanish?,general,Belly,Fool,Belly,Jester,Compatriot
1890,"Finnish, the language spoken by over 94 % of the people of Finland is most closely related to this language.",general,Estonian,Danish,Estonian,Russian,Swedish
1891,"Which is the author of The Scarlatti Inheritance, The Matarese Cycle, The Osterman Weekend, and The Scorpio Illusion.?",general,Robert Ludlum,John Grisham,John Tanner,Robert Ludlum,Eric Van Lustbader
1892,The first motion picture that was longer than one hour was made in this country.,general,Australia,Australia,England,France,The USA
1893,When was the first ostrich farm built in the USA?,general,1886,1906,1956,1926,1886
1894,The first shoes made on separate lasts for left and right shoes were made in this city.,general,Boston,Milan,Rochester,Southhampton,Boston
1895,Who is considered the worlds first photojournalist?,general,Jacob Riis,Eadweard Muybridge,Jacob Riis,Matthew  Brady,Minor White
1896,In which line the food is not matched with its place of origin?,general,Peach - Peru,Spinach - Iran,Peach - Peru,Grapefruit - Barbados,Blueberry - North America
1897,Who is listed as the richest person in the world on the 2009 Forbes list?,general,Bill Gates,Carlos Slim Helu,Lawrence Ellison,Warren  Buffett,Bill Gates
1898,"In square miles, what is the largest country in the world?",general,Russia,Peoples Republic of China,United States,Russia,Canada
1899,"Measured from base to peak, what is the worlds highest mountain?",general,Mauna Kea,Chimborazo,Mauna Kea,K2,Mt. Everest
1900,Which country has the highest population density according to 2009 estimates?,general,Peoples Republic of China,Indonesia,India,United States,Peoples Republic of China
1901,What is the deepest spot in the oceans?,general,Mariana Trench,Kuril-Kamchatka Trench,Philippine Trench,Mariana Trench,Tonga Trench
1902,This city in the United States claims to house the largest ball of twine which was built by millionaire J. C. Payne.,general,"Branson, MO","Branson, MO","Lake Nebagamon, WI","Darwin, MN","Cawker City, KS"
1903,What is the longest running primetime television show in the period 1950-2009?,general,Hallmark Hall of Fame,Monday Night Football,The Simpsons,Hallmark Hall of Fame,60 Minutes
1904,What is the fastest ocean animal?,general,Sailfish,Swordfish,Sailfish,Marlin,Wahoo
1905,"This person, who died in 1997, was verified by Guiness World Records as the shortest man on earth?",general,Gul Mohammed,Younis Edwan,He Pingping,Gul Mohammed,Lin Yu-chih
1906,"According to the August 2008 issue of Travel  Leisure, what is the scariest road in the world?",general,"N. Yungas Road, Bolivia","Karakoram Hwy., Pakistan to China","Guoliang Tunnel Road, China","N. Yungas Road, Bolivia","Halsena Hwy., Luzon, Philippines"
1907,What does quinunc mean?,general,A busybody,A necessary thing,A five-cornered star,A prime example,A busybody
1908,Traditionally the people of the country of Georgia believe that they are descendants of this Biblical personality.,general,Japheth,Jonah,Japheth,Jesus,Jeremiah
1909,The Barbary Wars were  fought between the USA and pirates from this part of the world.,general,The Mediterranean Coast of Africa,The Gulf of Mexico,Somalia and its coast,The Persian Gulf,The Mediterranean Coast of Africa
1910,Under  which US President were the Barbary Wars fought?,general,Thomas Jefferson,James K. Polk,Thomas Jefferson,William McKinley,Teddy Roosevelt
1911,Which two countries are connected  by the Simplon Pass?,general,Switzerland and Italy,Switzerland and Italy,Northern Ireland and Ireland,Canada and The USA,Bulgaria and Romania
1912,What does a la crecy  mean?,general,Served with carrots,Served with butter,Served with sauce,Served with carrots,Served with cheese
1913,"On his third voyage to the Western hemisphere, Columbus wrote that he found where the Garden of Eden was. What do we now call the area which Columbus felt was the Garden of Eden ?",general,Venezuela,Costa Rica,Nassau,Venezuela,Haiti
1914,The exchange of letters between these two people was published in 1933 under the title Why War?.,general,Einstein and Freud,Hitler and Mussolini,Einstein and Freud,Stalin and Lenin,Franklin and Eleanor Roosevelt
1915,What is the approximate distance between the Moon and the Earth?,general,"384,000 kilometers","384,000 miles","93,000,000 miles","384,000 kilometers","384,000 meters"
1916,"In terms of A.U. (Astronomical Units), how far is the Sun from the Earth?",general,1,.92,93 million,1,93
1918,The first bridge in what would become the USA was built in this state.,general,Massachusetts,New Jersey,Massachusetts,Pennsylvania,Virginia
1919,Who was the first female Attorney General of the United States?,general,Janet Reno,Janet Reno,Joanne Pierce,Susan Roley,Clarisa Starling
1920,Clark Gable was in the Army  Air Corps during World War II. Who signed his discharge  papers?,general,Ronald Reagan,Hap Arnold,John Marshall,Ronald Reagan,George Patton
1921,"During World War II, Paul Newman applied to become a fighter  pilot. Why was he rejected?",general,He was color blind.,He did not pass the written test.,He was color blind.,He had an inner ear problem that affected his sense of balance.,He was too short.
1922,How big is a firkin?,general,9 gallons,9 pounds,9 square miles,9 gallons,9 yards
1923,Which statement is true about Mrs. P.F.E. Albee?,general,She was the first Avon lady.,She was the first Mary Kay salesperson.,She was the first woman to practice law in the USA.,She was the first Avon lady.,She was the first woman to legally vote in a US Presidential election.
1924,Where were the first windmills built?,general,Iran,Peru,Laos,Tunisia,Iran
1926,She  was the first woman to wear high-heeled shoes.,general,Catherine DeMedici,Cleopatra,Joan of Arc,Catherine DeMedici,Queen Elizabeth I
1927,Who was the first Tzar of Russia?,general,Ivan the Terrible,Nicolai Terravinasonoff,Ivan the Terrible,Boris Godenoff,Michael Romanoff
1928,What was the first credit card?,general,Diners Club,Kresges Green Card,Diners Club,Carte Blanc,American Express
1929,She was Johnny Carsons first guest on The Tonight Show with Johnny Carson.,general,Joan Crawford,Bette Midler,Joan Rivers,Judy Garland,Joan Crawford
1930,"When was the Earths second highest mountain, K2, first climbed?",general,"July 29, 1954","July 29, 1934","July 29, 1894","July 29, 1944","July 29, 1954"
1931,Which statement about fast food restaurants in the USA is not  true?,general,The first Ben and Jerrys was opened on the campus of Dartmouth University.,The first Burger King was opened in Miami.,"The first Wendys was opened in Columbus, Ohio.",The first KFC was opened in Salt Lake City.,The first Ben and Jerrys was opened on the campus of Dartmouth University.
1932,Who was given the first numbered patent in the USA?,general,Samuel Hopkins,Henry Clinton,Samuel Hopkins,Ben Franklin,Paul Revere
1933,Who was the first person to parachute?,general,Andres-Jacques Garnerin,Leonardo Da Vinci,Andres-Jacques Garnerin,Lino LaCedelli,David Gaithier
1934,Which distinction does Annie Moore hold?,general,She was the first immigrant  to the USA to pass through Ellis Island.,She was the first American woman to win a Nobel Prize.,She was the first immigrant  to the USA to pass through Ellis Island.,She was the first American woman to be a dentist.,She was the first American woman to graduate from college.
1935,Which was the first womens college in the USA?,general,Mt. Holyoke,Radcliffe,Mt. Holyoke,Douglas,Bryn Mawr
1936,What distinction does Sir Timothy Berners-Lee hold?,general,He is the inventor of the World Wide Web.,He was the first RAF pilot to shoot down a plane.,He is the inventor of the World Wide Web.,He made  the first cell phone call.,He was the first non-American to hold a US patent.
1937,Which was the first TV sitcom?,general,Mary Kay and Johnny,The Goldbergs,Mary Kay and Johnny,I Love Lucy,The Dobkins
1938,Which of the following actors did not appear in the 1996 film Trees Lounge?,general,Mark Ruffalo,Steve Buscemi,Mark Ruffalo,Rockets Redglare,Elizabeth Bracco
1939,Complete the title to this 1989 Wayne Wang comedy:  Life is Cheap...,general,... But Toilet Paper is Expensive.,... Dont Spend It All in One Place.,... Tivo the Good Parts.,... And There Are No Refunds!,... But Toilet Paper is Expensive.
1940,This 1980 film by French director Alan Resnais features Gerard Depardieu in a starring role.  The translation of the title in English is loosely:  My Uncle is....,general,... An American.,... My Uncle.,... An American.,... Most Avuncular.,... Living Upstairs from Me.
1941,"Complete the title of this 1993 comedy, directed by Eric Schaffer:  My Lifes...",general,... in Turnaround.,... in a Mess.,... in Arrears.,...in Couplets.,... in Turnaround.
1942,In what city was the popular TV series EastEnders set?,general,London,San Francisco,Los Angeles,London,New York
1943,Which use of  the term Wild West is incorrect?,general,Wild West was a common name for territories west of the Rio Grande river,Wild West is the title of several Western movies,Wild West is a Nintendo game,Wild West was a common name for territories west of the Rio Grande river,Wild West is an album of Dottie West
1944,"During the Cold War, which city was the capital of West Germany?",general,Bonn,Bonn,Munich,West Berlin,Frankfurt
1946,Which part of the world is commonly described as Far East?,general,East and Southeast Asia,All Asia,East and Southeast Asia,Oceania,East Siberia
1947,The plot of the famous Brodway musical West Side Story is based on which source?,general,Shakespears Romeo and Juliet,The musical is a classical western,The Bible,A true story of two Los Angeles teenage gangs,Shakespears Romeo and Juliet
1948,"Which is an existing country, recognized by United Nations?",general,East Timor,East Cyprus,West African Republic,East Timor,West Virginia
1949,Who is the author of the novel East of Eden?,general,John Steinbeck,Steven Spielberg,Elia Kazan,John Steinbeck,Eugene ONeill
1950,Where is Western University located?,general,"Baku, Azerbaijan","Gunninson, Colorado","Washington, DC","Holland, Michigan","Baku, Azerbaijan"
1951,Which cities were the original endpoints of the Orient Express railway?,general,Paris and Istanbul,Moscow and Vladivostok,Chicago and Los Angeles,Paris and Istanbul,Tokyo and Kyoto
1952,"In the summer of 2006, environmental consultant Mark Diacono planted the first olive grove in England. He claimed that olives can already grow in England for what reason?",general,Global warming,Global warming,Acid rain increase,The extension of the European Union,Acid rain decrease
1953,Which one of these is among the Top Ten Inventions of 2005 according to the US Army?,general,Fido Explosives Detector,Fido Explosives Detector,Achilles Anti-Aircraft Missile,The G.A.D.G.E.T. Deployable armored personnel vehicle,The R.E.X. anti-spyware computer software
1954,In the music fields Frenchman Francois Tourte is famous for what?,general,He standardized the size of the violin bow.,He invented the saxophone in collaboration with Adolphe Sax.,He standardized the size of the violin bow.,He won the first Gorbachov International Music Award,He was one of the first prominent saxophonists of the 19th century.
1955,Which US city is nicknamed The Venice of  America?,general,"Fort Lauderdale, Florida","Fort Lauderdale, Florida","Punta Gorda, Florida","Key West, Florida","Biloxi, Mississippi"
1956,In which one of these sciences is the TOE theory studied?,general,Physics,Paleontology,Philosophy,Physics,Biophysics
1957,Which word refers to self-discipline and refraining from worldly pleasures?,general,Asceticism,Asceticism,Aneurysm,Ableism,Atavism
1958,Which part of the Earth is made up of iron mixed with nickel?,general,The outer core,The asthenosphere,The outer core,The inner core,The mantle
1959,This invention that forever altered the development of the American West was patented in 1874 by American farmer Joseph Glidden.,general,Barbed wire,The scanning disk for future TV sets,The toothbrush,Barbed wire,Reinforced concrete
1960,The Hall-HÃ©roult chemical process is used for the production of what?,general,Aluminum,Zirconium,Aluminum,Titanium,Methane
1961,"If the world were a village of 100 people, how many would be female?",general,52,60,40,52,46
1962,"If the world were a village of 100 people, how many would be white?",general,18,18,37,32,25
1963,"If the world were a village of 100 people, how many would have a college education?",general,1,1,5,14,20
1964,"If the world were a village of 100 people, how many would own a computer?",general,1,1,5,15,11
1965,"If the world were a village of 100 people, how many would be homosexual?",general,11,1,31,21,11
1966,"If the world were a village of 100 people, how many would be illiterate?",general,70,70,50,40,60
1967,"If the world were a village of 100 people, how many would suffer from malnutrition?",general,50,50,30,20,40
1968,"If the world were a village of 100 people, how many would live in substandard housing?",general,80,80,20,40,60
1969,"If the world were a village of 100 people, how many people would possess 59% of the worlds wealth?",general,6,20,2,60,6
1970,"If the world were a village of 100 people, how many would be of other religious beliefs besides Christianity?",general,70,50,60,70,80
1971,"If the world were a village of 100 people, how many would be from the Eastern Hemisphere?",general,86,72,86,45,63
1972,What phobia is defined as fear of darkness?,general,Achluophobia,Acousticophobia,Agliophobia,Agraphobia,Achluophobia
1973,What word means fear of heights?,general,Batophobia,Batophobia,Bibliophobia,Botanophobia,Bathophobia
1974,What phobia is defined as fear of thunder?,general,Ceraunophobia,Coimetrophobia,Chronomentrophobia,Ceraunophobia,Claustrophobia
1975,What term means fear of accidents?,general,Dystychiphobia,Dystychiphobia,Dentophobia,Dikephobia,Dendrophobia
1976,What phobia is characterized by fear of pins?,general,Enetophobia,Entomophobia,Ephebiphobia,Enetophobia,Emetophobia
1977,What word means fear of killers?,general,Foniasophobia,Feretrophobia,Foniasophobia,Febriphobia,Frigophobia
1978,What phobia is described as fear of marriage?,general,Gamophobia,Gynophobia,Gephysrophobia,Gamophobia,Gerascophobia
1979,What condition is characterized by fear of men?,general,Hominophobia,Hominophobia,Hormephobia,Homichlophobia,Hodophobia
1980,What term means fear of fish?,general,Ichthyophobia,Iatrophobia,Ideophobia,Ichthyophobia,Iophobia
1981,What is the basic chemical compound that table salt is composed of?,general,Sodium chloride,Sodium chloride,Sodium bicarbonate,Calcium carbonate,Potassium iodide
1982,What is Fleur de sel?,general,Natural sea salt,Natural sea salt,A species of seaweed that live only in sea water with very high salinity,A plant that contains the highest amount of sodium chloride of all plants,A type of salty French biscuits
1983,Which of these chemical compounds is added to table salt as an anti-caking agent?,general,All of these,Calcium carbonate,All of these,Magnesium carbonate,Tricalcium phosphate
1984,Which of these condiments has a high salt content and can pretty much fulfill the need for table salt?,general,All of these,Fish sauce,Soy sauce,All of these,Oyster sauce
1985,What chemical is added to table salt in some European countries to prevent tooth decay?,general,Sodium fluoride,Calcium sulfate,Sodium fluoride,Potassium carbonate,Sodium nitrate
1986,"Potassium iodide, sodium iodide, or sodium iodate are added to table salt in order to prevent iodine deficiency. What health problems does iodine deficiency cause?",general,Thyroid gland disorders,Skin and bone disorders,Adrenal gland malfunction,Thyroid gland disorders,Cardiovascular problems
1988,What is the daily salt intake recommended by the Scientific Advisory Committee on Nutrition for the United Kingdom?,general,4 grams,4 grams,6 grams,1 gram,2.5 grams
1989,Which of these medical conditions is linked to excessive salt consumption?,general,All of these,Duodenal ulcers and gastric ulcers,Edema,Osteoporosis,All of these
1991,"What astronaut or cosmonaut performed the first space walk on March 18, 1965?",general,Leonov,Glenn,Aldrin,Shepherd,Leonov
1992,"Some of the most persecuted people in history, they trace their origins to northwestern India or present day Pakistan. The Nazis killed as many as 400,000 of them.  By the 1400s they had spread across Asia Minor and into Egypt, Spain and Germany.  Who are they?",general,The Roma,The Sabines,The Creatans,The Slavs,The Roma
1993,The term bibliobibuli refers to people who do what?,general,Read too much,Read too much,Use only recycled paper,Use a lot of toilet paper,Do not recycle paper
1994,"This American professional basketball player, nicknamed The Pearl, was known for his flamboyant dribbling and play-making.",general,Earl Monroe,Tiny Archibald,Earl Monroe,Sam Jones,Paul Silas
1995,"In his twelve-volume analysis, this British historian wrote that history was not a continuous climb upward, but a series of  waves or pulses, where civilizations rise, prosper and eventually fall.",general,Arnold J. Toynbee,Charles Beard,Howard Zinn,Arnold J. Toynbee,Frederick J. Turner
1996,"This Harvard dropouts first acting role was in Mystic Pizza, in 1988.  He lived next door to historian, Howard Zinn.",general,Matt Damon,Matt Damon,Mark Ruffalo,Ed Norton,Ed Burns
1997,"In 1836, German-Dutch farmers in South Africa moved north east through South Africa to establish a colony.  What did they call this march?",general,The Great Trek,"The March of the 14,000",The Dutch-Zulu War,The Boer War,The Great Trek
1998,"Cardinal Richelieu, the bad guy in many of the works of Dumas, was a brilliant minister for which king?",general,Louis XIII,Louis XIII,Louis XVI,Louis XV,Louis XIV
1999,Which countrys blue division helped Germany on the Eastern front during WWII?,general,Spain,Turkey,Italy,Spain,Japan
2000,"Every summer, a special basketball tournament is held in Harlem, NY.  What is the original name of the tournament?",general,The Rucker Tournament,The Harlem Five on Five,The Rucker Tournament,The Entertainers Basketball Classic,The Holcombe Tournament
2001,"This 2002 television series followed the lives of 3 families over 4 generations. The Keys, the Crawfords, and the Clarkes were all somehow linked with various alien encounters over the years and the culmination of all this was the birth of Allison Clarke played by Dakota Fanning.",general,Taken,War of The Worlds,Taken,Heroes,V
2002,"Can you name the 2004 television series the following quote is from: Me and 4,399 of my closest friends popped out of a ball of light right about here.",general,The 4400,Taken,Threshold,V,The 4400
2004,"This 1975 television movie, starring James Earl Jones and Estelle Parsons, was based on the supposed abduction in 1961 of an inter racial couple living in New Hampshire.",general,The UFO Incident,The UFO Incident,Alien Autopsy,X-Files,Abducted
2005,What are the names of George Costanzas parents on the TV show Seinfeld?,general,Frank and Estelle,Frank and Estelle,Fred and Jean,Gene and Estelle,Fred and Harriet
2007,"According to geologists, in which era do we live?",general,Cenozoic,Mesozoic,Cenozoic,Simpsonian,Quaternary
2008,This  very successful rock group appeared in an episode of Will and Grace.,general,Hall and Oates,Genesis,Bon Jovi,Hall and Oates,The Bangles
2009,Who sang on the first million selling record?,general,Enrico Caruso,Thomas Alva Edison,Louis Armstrong,Frank Sinatra,Enrico Caruso
2010,When was the Euro currency first launched?,general,January 1999,January 1990,January 1985,January 1994,January 1999
2011,Where in the USA can you walk on a telescope?,general,Puerto Rico,New York City,"Pasadena, California",Guam,Puerto Rico
2012,What is a fluid?,general,A gas or a liquid,A gas,A gas or a liquid,A liquid,Anything that can produce energy
2013,"What do these places have in common: Wake Island, Johnston Atoll, Kingman Reef, Midway Island, Navassa, Baker Island and Jarvis Island?",general,They are uninhabited US possessions.,They are a part of Nirvaau.,They are uninhabited US possessions.,They are UN controlled islands in the Atlantic.,They are sites of famous WWII battles.
2014,What is the state motto of North Carolina?,general,To be rather than to seem,To be rather than to seem,Thus always to tyrants,"While I breathe, I hope",By Valor and Arms
2015,"Rhode Island, the smallest US State, also has the shortest state motto. What is this one-word motto?",general,Hope,Union,Freedom,Courage,Hope
2016,To which of these countries are the Sami people not indigenous?,general,Denmark,Denmark,Finland,Russia,Sweden
2017,How many people die in the final scene of Shakespeares Hamlet?,general,4,5,0,6,4
2018,Joe Barry Carroll was drafted by the Golden Gate Warriors in 1980. He was the first choice in that draft. Who did they give up to get him?,general,Robert Parrish and Kevin McHale,Dennis Rodman and John Paxson,Robert Parrish and Kevin McHale,Charles Barkley and Tim McCormick,Michael Jordan
2019,"Johnny Storm, a member of the Fantastic Four, goes by what moniker?",general,The Human Torch,Lava Man,The Human Torch,Sparky,Flash
2022,Steve Rogers is the alter ego of this character.,general,Cpt America,Cpt America,Cpt Marvel,Spiderman,Superman
2024,"Oliver Queen, who is married to Black Canary, is one of the finest archers ever. Who is his alter ego?",general,Green Arrow,Green Arrow,The Archer,Green Lantern,Archer Man
2025,"Sound travels one mile in five seconds in the air, and one mile in how many seconds under water?",general,one second,ten seconds,five seconds,one second,fifteen seconds
2027,What is Barbies full name?,general,Barbara Millicent Roberts,Barbie Mary Doe,Barbara Millicent Roberts,Barbie Madonna Smith,Barbara Monroe Jones
2028,"The term Ouija, referring to a talking board, is derived from what?",general,"The French oui for yes, and the German ja for yes",A board created by Nazis for Hitler meaning Holy Grail,"The French oui for yes, and the German ja for yes",An Ancient Egyptian word meaning good luck,Ancient Hebrew meaning spirit talker
2029,"The Dibbuk Box, which presumably contained a spirit, was what type of box?",general,Wine Cabinet Box,Jewelery Box,Christmas Gift Box,Shoe Box,Wine Cabinet Box
2030,Which is the most volcanically active body in the Solar System?,general,Jupiters Moon Io,Jupiter,Jupiters Moon Io,Earth,Jupiters Moon Europa
2031,"A Venus day, the time it takes Venus to rotate once, is approximately how long?",general,243 Earth days,20 Earth hours,10 Earth hours,106 Earth days,243 Earth days
2032,"The word berserk referring to Norse warriors, means what in Old Norse?",general,Bear Shirt,Warriors Wrath,Warriors Rage,Beer Shirt,Bear Shirt
2033,"On average, how much water is used in the USA each day?",general,About 340 Billion Gallons,About 100 Billion Gallons,About 200 Million Gallons,About 900 Million Gallons,About 340 Billion Gallons
2034,In 1871 what major Midwest city burned down in a fire that was deemed one of the largest disasters in the United States?,general,Chicago,Cleveland,Chicago,Detroit,St. Louis
2035,In what year did the Great Fire of London occur?,general,1666,1866,1566,1766,1666
2037,A fire killed over 1600 people in 1845 in what Chinese city?,general,Guangzhou (Canton),Hong Kong,Guangzhou (Canton),Beijing,Shanghai
2039,What Oklahoma city saw a race riot that triggered a fire in 1921?,general,Tulsa,Enid,Ada,Oklahoma City,Tulsa
2040,The Don Paz passenger ferry was on its way to what island in 1987 when it collided with an oil tanker?,general,Philippines,Thailand,Jamaica,Singapore,Philippines
2042,What U.S. National Park saw a large and very destructive fire in 1988?,general,Yellowstone,Death Valley,Sequoia,Yellowstone,Yosemite
2044,"From which book is this quote: When Gregor Samsa awoke he was transformed into an incredibly large, disgusting vermin.?",general,Kafkas The Metamorphosis,Kerouacs On the Road,Kafkas The Metamorphosis,Dostoevsky s Crime and Punishment,Goethes Faustus
2045,Where  would  you  find The Book of Kells?,general,Next to the Book of Durrow,"Glasgow, Scotland","Edinburgh, Scotland",Next to the Book of Durrow,Next to the Blarney Stone
2046,Which plane is the first  jet fighter?,general,Heinkel He 280,Messerschmidt  M29,Heinkel He 280,F-117A,MiG 12
2047,"Which famous novel begins with the sentence: Whether I shall turn out to be the hero of my own life, or whether that station will be held by anybody else, these pages must show.?",general,David Copperfield,Great Expectations,David Copperfield,The Last of the Mohicans,The Old Man and the Sea
2048,Who was the first person to  use the term atomic bomb?,general,H.G. Wells,H.G. Wells,Robert Oppenheimer,Lise Meitner,Enrico Fermi
2049,Canada  is made up of 10 Provinces. How many of them do not border the USA?,general,3,1,2,3,4
2050,Which statement is correct?,general,Disko Island is located off the west coast of Greenland.,"Graceland, Elvis Presleys home, is the most visited home in the USA.","In Latin Io sperrio discum means While I breathe, I learn.",The Italian government added the expression orbium phonographicorum theca as the  definition for the new Latin word discotheque.,Disko Island is located off the west coast of Greenland.
2051,What does a vexillogist study and/or collect  ?,general,Flags,Stamps,Flags,Bones,Letters
2052,The Predator is a type of US Air Force plane. How many people can ride in it ?,general,0,3,1,0,2
2053,Who was the first female professor at Princeton University?,general,Hannah Arendt,Rosalind Yalow,Susan Sontag,Mary Robertson,Hannah Arendt
2054,We all know that when arrested you must be Mirandized. Of what crime or crimes was Mr. Miranda accused?,general,Rape and kidnapping,Murder,Murder and rape,Grand theft,Rape and kidnapping
2055,"Which of these words means biting, sarcastic, acid-mouthed?",general,Mordant,Mordant,Chthonic,Quotidian,Puerile
2056,"Which of these weapons is a US Marine infantry  weapon, scheduled for widespread use in starting 2008?",general,SMAW-NE,Stryker,M-17A2 rifle,SMAW-NE,Javelin
2057,What do historians call the period of 1730-1759 in American history?,general,The Great Awakening,The Primitive Era,The Puritan Era,The Great Awakening,The Era of Good Feelings
2058,Which statement is untrue about the Human Papiloma Virus(HPV)?,general,About 75% of the strains of the HPV cause cervical cancer.,The HPV is an STD.,The HPV can cause cancer of the penis.,There is no complete cure for disease caused by the HPV.,About 75% of the strains of the HPV cause cervical cancer.
2059,In 1964 Francis Cardinal Spellman banned all Catholic children in the New York Archdiocese from doing this.,general,Doing the Twist,Watching too much TV,Watching Elvis Presley,Listening to transistor radios in school,Doing the Twist
2061,"If a red house is made out of red bricks, a black house is made out of black bricks, and a white house is made out of white bricks, what is a greenhouse made out of?",general,glass,green bricks,leaves,none of the above,glass
2062,On March 19 2008 President Bushs approval rates  were 31% and 69%. What were his chances of winning the 2008 presidential race?,general,0%,31%,50%,0%,69%
2063,A man walks up to you and says Everything I say is a lie. Is he telling the truth or lying?,general,He is lying.,He is lying.,none of these,He is telling the truth.,not enough information
2065,A farmer and his son are working together. The farmer is carrying one sack of grain and the son is carrying two sacks. Who was carrying the heavier load- the son or the father?,general,the father,the son,They werent carrying anything.,the same amount,the father
2067,A man shoots his wife. Then he holds her underwater for 5-10 minutes. Then he hangs her. 30 minutes later they go out to dinner at a 5-star restaurant. How is this possible?,general,He is a photographer,He is a photographer,none of these,He brings her back to life.,He remarries.
2068,"WETYIAFHKLXVNM
QRUOPSDGJCB
In which of these rows would the letter Z  go?",general,top,bottom,top,neither,none
2069,"Who portrayed Adam Schiff, the Manhattan District Attorney in Law and Order?",general,Steven Hill,Fred Dalton Thompson,Steven Hill,Dann Florek,Steve Zirnkilton
2070,"He was the young, honest lawyer who won the case in the movie and novel The Rainmaker.",general,Rudy Baylor,Rudy Baylor,Ted Buckland,Billy Flynn,Sydney Carton
2071,What was the name of the sleazy lawyer in the musical and movie Chicago?,general,Billy Flynn,Rudy Baylor,Billy Flynn,Pete Drucker,Ted Buckland
2072,"Atticus Finch was a great, moral man and a fine lawyer who defended Tom Robinson. In which novel and  movie was he a central character?",general,To Kill a Mockingbird,To Kill a Mockingbird,The Trial,Witness for the Prosecution,Anatomy of a Murder
2073,"In the 1992 movie, My Cousin Vinnie, Ralph Macchio asks his cousin Vinnie to be his lawyer. What was  Vinnies last name?",general,Gambini,Gambini,Giradelli,Gianfredo,Barcolli
2075,Rumpole from the fabulous British TV series Rumpole of the Bailey likes his job defending people in court and does not want to be a judge. What is Rumpoles first name?,general,Horace,Horace,Leo,Maurice,Lionel
