,question,category,answer,choices/0,choices/1,choices/2,choices/3
3121,"The word best describing this Illinois-born balladeer is smooth. Born in 1923, he first became popular in the 1950s and 1960s. After stints with Earl Hines and Dizzy Gillespie, his first big album was released in 1963s. It featured John Coltrane and included his famous version of Lush Life and My One and Only Love.â",music,Johnny Hartman,Warren Zevon,Al Jarreau,Johnny Hartman,Clifford Brown
3122,"This vocalist, born in 1926, was a cross between a club singer and a jazz singer. She studied piano and voice and soon became very proficient at both. She formed the Blue Flames of Paris which morphed into the Swingle Singers. Her voice can be heard on the soundtracks of Kissing Jessica Stein,â and The Squid and the Whale.",music,Blossom Dearie,Jane Lee Hartman,Pearl Bailey,Blossom Dearie,Betty Carter
3123,Which of these is the title of a popular 1963 song recorded by Elvis Presley?,music,Viva Las Vegas,None of these,Viva San Francisco,Viva Los Angeles,Viva Las Vegas
3124,Who popularized the song Oh Carolina in 1993?,music,Shaggy,Shaggy,Bob Marley,Wyclef Jean,Sean Paul
3125,Name the Michael Jackson song from 1995 that is centered around the destruction of our planet.,music,Earth Song,Planet Song,Universe Song,World Song,Earth Song
3126,What musician recorded the 1989 song Another Day in Paradise?,music,Phil Collins,Sting,Bryan Adams,Phil Collins,Eric Clapton
3127,Which of these is the title of a 1973 song by Elton John?,music,Goodbye Yellow Brick Road,Goodbye Yellow Brick Highway,Goodbye Yellow Brick Alley,Goodbye Yellow Brick Road,Goodbye Yellow Brick House
3128,What rock band recorded the song Hotel California in 1976?,music,Eagles,Uriah Heep,The Monkees,Scorpions,Eagles
3129,What is the title of the 1973 song written and performed by Tina Turner about her hometown?,music,Nutbush City Limits,Nutmeg City Limits,Nutbush City Limits,Nutsville City Limits,Nutcracker City Limits
3130,Which version of the song Georgia on My Mind became the official state song of the U.S. state of Georgia in 1979?,music,Ray Charles version,Hoagy Carmichaels version,Louis Armstrongs version,Dean Martins version,Ray Charles version
3131,What does the title of Madonnas song La Isla Bonita mean in English?,music,The beautiful island,The island of Bonita,The good island,The island of abundance,The beautiful island
3132,What popular female singer covered Marc Cohns 1991 song Walking in Memphis in 1995?,music,Cher,Madonna,All of these,Cher,Diana Ross
3133,This album is ranked #58 on Rolling Stone magazines list of the greatest albums of all time. The album name is Beggars Banquet.  Who recorded it?,music,The Rolling Stones,The Kinks,The Beach Boys,The Who,The Rolling Stones
3134,"Who recorded the album Appetite for Destruction, which was ranked #61by Rolling Stone magazine?",music,Guns n Roses,Iron Maiden,Dokken,Guns n Roses,Bon Jovi
3135,"Which artist recorded Sticky Fingers, the #63 album on Rolling Stones list of greatest albums?",music,The Rolling Stones,The Eagles,The Beach Boys,The Rolling Stones,The Who
3136,Rolling Stone magazine ranked The Stranger as the #67 album on their list of top albums. Who recorded this album?,music,Billy Joel,The Animals,Elton John,David Bowie,Billy Joel
3137,"Who recorded Imagine, the #77 album on Rolling Stone magazines list of the greatest albums of all time?",music,John Lennon,John Lennon,Robert Johnson,Elton John,David Bowie
3138,Rolling Stone magazine ranked The Wall as the #87 album on the list of the greatest albums of all time. Who recorded the album?,music,Pink Floyd,Pink Floyd,The Who,The Eagles,The Rolling Stones
3139,"Who recorded Goodbye Yellow Brick Road, the #91 album on Rolling Stone magazines list of top albums?",music,Elton John,Elton John,David Bowie,The Who,Prince
3140,Tommy is ranked #97 on Rolling Stone magazines list of the top 500 albums of all time.  Who released this album?,music,The Who,The Eagles,The Who,The Doors,The Rolling Stones
3141,"Who recorded the album Rocket to Russia, which was ranked #106 by Rolling Stone magazine?",music,The Ramones,Van Halen,Sam Cooke,The Clash,The Ramones
3142,"Who recorded Disraeli Gears, the #114 album on Rolling Stones list of the 500 greatest albums of all time?",music,Cream,The Doors,Cream,The Clash,The Who
3143,Who wrote the music and lyics for the 1956 hit show Damn Yankees?,music,Adler and Ross,Adler and Ross,Frank Loesser,Charles Smalls,Rogers and Hart
3144,Who wrote the music and lyrics for the groundbreaking Broadway musical Hair?,music,Rado and Ragni,Burt Bacharach,Burton Lane,Rado and Ragni,Elton John
3145,"In 1975, who wrote the hit show The Wiz?",music,Charles Smalls,Alan Menken,Charles Smalls,Andrew Llyod Weber,Elton John and Tim Rice
3146,Which of the following musicals was not written by Schonberg and Boublil?,music,Jekyle and Hyde,Miss Saigon,Martin Guerre,Les Miserables,Jekyle and Hyde
3147,"Who is the author of the musical The Most Happy Fella, telling the story of an Italian vineyard owner who falls in love at first sight with a much younger woman?",music,Frank Loesser,Cole Porter,Frank Loesser,Rogers and Hammerstein,Tim Rice
3148,Which musical show did Stephen Sondheim write in 1979?,music,Sweeney Todd,Into the Woods,Paint Your Wagon,Sweeney Todd,Camelot
3149,Who wrote the musical The Man of La Mancha which had its world premier at the Goodspeed Opera House in Connecticut?,music,Leigh and Darian,Leigh and Darian,Stephen Sondheim,Lionel Bart,Lerner and Lowe
3150,Which is the author of the musical Kiss of the Spider Woman which opened on Broadway in 1993?,music,Kander and Ebb,Kander and Ebb,Lerner and Lowe,Frank Loesser,Rogers and Hart
3151,Who wrote the musical The Unsinkable Molly Brown in the 1960s?,music,Meridith Wilson,Adler and Ross,Lerner and Lowe,Meridith Wilson,Kander and Ebb
3152,Which are the authors of the Tony-winning musical Spamalot?,music,Eric Idle and Tim Rice,Eric Idle and John Clese,Graham Chapman and Terry Jones,Eric Idle and Tim Rice,Michael Pallin and Terry Jones
3153,"Finish this chorus of a song by Jimmy Buffett:
Got to help Ellis
Got to help Ellis
You know we got to help Ellis Ellis Dee
Try and help Ellis you and me
Got to get to Ellis hear his plea
Try and help Ellis ..............",music,get free,home to pee,Ellis Dee,get over me,get free
3154,"Finish this line from Jimmy Buffetts song Death Valley Lives:
Death Valley lives and Tracy isnt ....................",music,sure what really gives,sure she wants to know,dealing with it well,going there anymore,sure what really gives
3155,"Complete the following lyrics from a song, performed by  Jimmy Buffett:
She had a big hat, my it was high
Had bananas and mangos all piled to the sky
And how she could balance them, I wouldnt dare
Cause they dont dance like Carmen .............",music,nowhere,nowhere,ever did,here,anymore
3156,"Complete these lyrics from a song by Jimmy Buffett, included in his album Living and Dying in 3/4 Time:
Ringling, Ringling
Slippin away
Only forty people, livin there today
Streets are dusty and the bank has been torn down
Its a dyin ..........",music,little town,little town,way to go,place to be,city here
3157,"Complete these song lyrics by singer and songwriter Jimmy Buffett:
If I wanted to play for it all
I didnt know Id find her on daytime TV
My whole world lies waiting behind ...................",music,door number three,the fence,the wall over there,door number three,curtain #1
3158,"Complete these lyrics form a song, featured on Jimmy Buffetts 1976 album:
Theyre horny and dont need a good excuse
Someone yells and things just start erupting
In a flash all ...................",music,hell has broken loose,hell has broken loose,do the hokey pokey,run straight to hell,is well
3159,"Finish these lyrics from a song by Jimmy Buffett:
Drink it up
This ones for you
Its been a lovely cruise
Im sorry its ended
Its sad but its true
Honey its been .................",music,a lovely cruise,a lovely cruise,all about you,nothing without you,heaven here with you
3160,"Complete the following lyrics from Jimmy Buffetts song Manana:
Please dont say manana if you dont mean it
I have heard your lines foe so very long
Dont try to describe the scenery if youve never seen it
Dont ever forget that ...............",music,you just may wind up in my song.,I love you.,we are in love.,you just may wind up in my song.,I need you.
3161,"Finish the following lyrics from Boat Drinks, a song by Jimmy Buffett:
Twenty degrees and the hockey games on.
Nobody cares; they are way too far gone,
screamin Boat drinks, somethin
to ..................",music,keep them all warm.,drink right now.,make them forget.,us all numb.,keep them all warm.
3162,The Night the Lights Went Out in Georgia was the only ever hit for this singer in 1973. It was so popular that it was a chart topper for an unprecedented two straight weeks.,music,Vicki Lawrence,Carol Burnett,Cher,Maria Muldaur,Vicki Lawrence
3163,This group had a smash hit #1 U.S. hit with New Kid in Town.,music,The Eagles,The Steve Miller Band,Styx,The Who,The Eagles
3164,Night Fever was one of many #1 U.S. hits for this band in the 70s.,music,The Bee Gees,The Bee Gees,Tavares,Hall  Oates,KC  the Sunshine Band
3165,The Next Time I Fall was a big hit song for this duo in 1986.,music,Peter Cetera and Amy Grant,Peter Cetera and Amy Grant,Aaron Neville and Linda Rondstadt,Rusty Wallace and Flo Ante,Cher and Jon Bon Jovi
3166,Never Gonna Give You Up was the first ever hit by this singer in 1988. It was a big one at that and shot straight up the charts to #1 in the U.S.,music,Rick Astley,Nick Ashford,Benny Mardones,Eric Carmen,Rick Astley
3167,"Often regarded as the father of Russian classical music, he wrote the operas, A Life for the Tsar and Ruslan and Lyudmila.",music,Michail Glinka,Michail Glinka,Alexander Borodin,Tchaikovsky,Alexander Dargomizhsky
3168,"The Mighty Handful, also known as The Mighty Five was a group of Russian composers, brought together by their aim to compose a specific kind of Russian music which differs from the music of the West. Who were the five members of this group?",music,"Mily  Balakirev, Alexander Borodin, Cesar Cui, Modest Musorgsky, Nikolai Rimsky-Korsakov","Alexander Borodin, Modest Musorgsky, Nikolau Rimsky-Korsakov, Pyotr Ilyich Tchaikovsky, Dmitri Ivan Zokrav","Mily  Balakirev, Alexander Borodin, Cesar Cui, Modest Musorgsky, Nikolai Rimsky-Korsakov","Mily Balakirev, Stanislaw Korasoff, Ivan Novogny, Nikolai Rimsky-Korsakov, Petr  Ilyich Tchaikovsky","Alexander Borodin, Cesar Cui, Modest Musorgsky, Nikolai Rimsky-Korakov, Pyotr Ilyich Tchaikovsky"
3169,"Russian composer Pyotr Ilyich Tchaikovsky was born in Kamsko-Votkinsk, Russia, in what year?",music,1840,1820,1860,1840,1810
3170,In what year was Pyotr Ilyich Tchaikovsky appointed Professor of Music Theory and Harmony at the Moscow Conservatory?,music,1866,1856,1866,1836,1846
3171,"On July 18, 1877 Pyotr Ilyich Tchaikovsky married his conservatory student, Antonina Milyukova, but the couple separated after what period of time?",music,about six weeks,about six months,about six days,about six weeks,about six years
3172,How many symphonies did Pyotr Ilyich Tchaikovsky write?,music,8,9,8,6,14
3173,"Pyotr Ilyich Tchaikovsky dedicated his violin concerto in D major, Op. 35 to which musician?",music,Leopold Auer,Ludwig Van Beethovan,Leopold Auer,Nathan Milstein,Jascha Heifetz
3174,"Pyotr Ilyich Tchaikovskys Piano Concerto No. 1 in B flat minor was performed in 1875, in which city?",music,"Boston, Massachusetts",St. Petersberg,Moscow,Vienna,"Boston, Massachusetts"
3175,Which famous ballet by Pyotr Ilyich Tchaikovsky was first performed at the Bolshoi Theatre in Moscow in 1877?,music,Swan Lake,Eugen Onegin,The Nutcracker,Swan Lake,The Firebird
3176,Which wealthy Russian widow was Pyotr Ilyich Tchaikovskys patron?,music,Nadezhda von Meck,Marina Zikharoff,Ekaterina von Meck,Tzarina Alexandra I,Nadezhda von Meck
3177,"This Oklahoma band has been around since 1983, but it wasnt until their 1999 album, The Soft Bulletin, that their true genius was recognized.  Since then, Wayne Coyne and his bandmates have received Grammy awards and critical acclaim (not to mention a degree of commercial success) with their follow up LPs.",music,The Flaming Lips,Better Than Ezra,The Flaming Lips,Sponge,Cake
3178,This indie pop band from Scotland composed the soundtrack to the movie Storytelling (2002).  Their other albums Tigermilk (1996) and The Boy with the Arab Strap (1998) exhibit their trademark baroque pop sound with enigmatic and literate lyrics reminiscent of The Smiths.,music,Belle  Sebastian,Neutral Milk Hotel,Arctic Monkeys,The Ravonettes,Belle  Sebastian
3179,Slow Hands and Evil were modern rock hits for this NYC band formed in 1998.  Their critically acclaimed debut album was titled Turn on the Bright Lights.,music,Interpol,Hoobastank,Mr. Mister,Interpol,Kaiser Chiefs
3180,This two person band from Detroit won Best Alternative Music Album at the 2006 Grammy Awards for their Get Behind Me Satan LP.,music,The White Stripes,Harvey Danger,The White Stripes,Soul Coughing,God Lives Underwater
3181,"This bands music was featured prominently in the 2004 film Garden State starring Natalie Portman and Zack Braff. Their albums include Oh, Inverted World (2001) and Chutes Too Narrow (2003).",music,The Shins,The Thrills,The Hives,The Shins,The Doves
3182,Soul Meets Body was a fairly successful modern rock track for this band named after a song performed by The Bonzo Dog Doo-Dah Band in The Beatles 1967 Magical Mystery Tour film.,music,Death Cab for Cutie,Echo  the Bunnymen,Death Cab for Cutie,Velvet Revolver,I Love You But Ive Chosen Darkness
3183,Gold Lion and Maps were successful modern rock tracks for this NYC band.,music,"Yeah, Yeah, Yeahs",Rocket from the Crypt,"Yeah, Yeah, Yeahs",Wolf Parade,Yo La Tengo
3184,"Upon the release of their 2001 album Is This It?, they were hailed as the saviors of rock.  Their image was on every conceivable rock magazine, and it would seem that the very fate of rock and roll was in their hands.  Which band, fronted by Julian Casablancas, had such lofty expectations put on them?",music,The Strokes,The Strokes,Pedro the Lion,Nada Surf,The Replacements
3185,I Predict a Riot electrified the British press in 2004 - this bands energetic music seemed to recall the same punk and new wave spirit of earlier decades.,music,Kaiser Chiefs,Modest Mouse,Kaiser Chiefs,Franz Ferdinand,Snow Patrol
3186,This Leicestershire bands signature song Club Foot has been featured in several sports video games.  They continue to produce hits in the UK with songs like Empire and L.S.F.,music,Kasabian,Kasabian,Galaxie 500,Folk Implosion,HARD-Fi
3187,"This artist was nominated for an Oscar for his composition Miss Misery for the film Good Will Hunting.  Sadly, the resulting critical acclaim and worldwide fame would be shortlived - this artist was found dead from two stab wounds in 2003.",music,Elliot Smith,Elliot Smith,Pablo Cruise,Kula Shaker,Nick Drake
3188,"In 1993 this artist left the independent labels behind in favor of Geffen Records.  Of all the record companies that courted him, Geffen offered him the least amount of money, but the greatest amount of creative freedom.",music,Beck,Sufjan Stevens,Beck,Ben Folds,Rob Zombie
3189,How does Delilah die in Tom Jones 1968 song Delilah?,music,Her deceived lover stabs her.,She dies in an unnamed accident.,She commits suicide.,Her deceived lover pushes her off a bridge.,Her deceived lover stabs her.
3190,What popular band covered Chuck Berrys 1956 song Roll Over Beethoven?,music,All of these,The Beatles,All of these,Iron Maiden,The Rolling Stones
3191,"What cartoon character often sings the American folk ballad Oh My Darling, Clementine?",music,Huckleberry Hound,Huckleberry Hound,Scooby-Doo,Donald Duck,Shrek
3192,What kind of woman was the song Roxanne by The Police written about?,music,A prostitute,A woman who was brutally killed,A taxi driver,A prostitute,A fortune teller
3193,What famous rapper performed the 2000 song Stan?,music,Eminem,Eminem,50 Cent,2Pac,Dr. Dre
3194,What male musician originally recorded the song Long Tall Sally in 1956?,music,Little Richard,Johnny Cash,Ray Charles,Elvis Presley,Little Richard
3195,What popular band released the song Maria in 1999?,music,Blondie,The Bangles,Blondie,The Cardigans,Evanescence
3196,Rapper Jay-Z recorded the 2002 song 03 Bonnie  Clyde together with this popular female musician.,music,Beyonce Knowles,Beyonce Knowles,Gwen Stefani,Beverley Knight,Toni Braxton
3197,What is the title of the rock and roll song by Chuck Berry released in 1958?,music,Johnny B. Goode,Jimmy B. Goode,Jackie B. Goode,Johnny B. Goode,Jerry B. Goode
3198,What is the name of the actress from the title of Britney Spears 2000 song?,music,Lucky,Happy,Merry,Richie,Lucky
3199,Where was Dolly Parton born?,music,"Sevierville, TN","Memphis,TN","Sevierville, TN","Nashville,TN","Duncan, TN"
3202,On which of Dolly Partons albums can you find the 1980 song But You Know I Love You?,music,9 to 5 and Odd Jobs,Rainbow,Heartbreaker,9 to 5 and Odd Jobs,Heartbreak Express
3203,What is the  name of Dolly Partons literacy program that mails books to children?,music,Imagination Library,Imagination Library,Dollys Books,Parton  Kids,Rainbow Library
3204,In what year was Dolly Parton born?,music,1946,1947,1951,1950,1946
3206,In which movie does Dolly Parton star as Ruby Diamond?,music,Unlikely Angel,Wild Texas Wind,Jackies Back,Rhinestone,Unlikely Angel
3207,What was Missy Elliotts biggest challenge working on The Cook Book?,music,Getting Ciara to rap.,Thinking of the name for The Cookbook.,Getting Fat Man Scoop to rap on her album.,Getting her manger to let M.I.A sing on the album.,Getting Ciara to rap.
3208,What candy did she ask a fan for on TRL last time she was there?,music,Sour Skittles,MMs,Sour Skittles,100 Grand Candy Bar,Baby Ruth
3209,What emblem does Missy have on her chain around her neck on The Cook Book cover?,music,A Cross,M. E.,Recipe,A smaller version of The Cook Book,A Cross
3210,What Academy Award-nominated actor starred in the 1999 movie The Generals Daughter?,music,John Travolta,Mel Gibson,John Travolta,Bruce Willis,Nicolas Cage
3211,"Name the 1992 comedy movie starring Joe Pesci, which tells the story of two men who have been wrongly accused of murder.",music,My Cousin Vinny,My Cousin Vinny,My Cousin Weeny,My Cousin Danny,My Cousin Linny
3212,What duo released the song Brother Louie in 1986?,music,Modern Talking,Depeche Mode,Ace Of Base,Modern Talking,Pet Shop Boys
3213,What comedian directed and starred in the 2007 comedy movie I Think I Love My Wife?,music,Chris Rock,Chris Rock,Eddie Murphy,Will Smith,Chris Tucker
3214,What RB and soul musician performed the 2001 hit song Family Affair?,music,Mary J. Blige,Whitney Houston,Mary J. Blige,Lauryn Hill,Beyonce Knowles
3215,"This trumpeter was the first bandleader that we know of that played improvised music. He was the top trumpeter of New Orleans of his time. He lived 1877-1931. His loud , clean tone was prominent in jazz until his health failed and he was committed to a mental institution in 1907. Who was he?",music,Buddy Bolden,Bunny berrigan,King Ory,Louis Armstrong,Buddy Bolden
3216,This great musician lived from 1911-1955. His great range and excellent tone were his trademarks as was his strange nickname. Who was this mainstay of the Duke Ellington Orchestra?,music,Cootie Williams,Sweets Edison,Ziggy Elman,Cootie Williams,Hot Lips Page
3217,"A Florida-born trumpeter, this musician started playing with travelling dance bands right after high school graduation. From there went to play in several big bands in the 1940s. He took over for Dizzy Gillespie in Billy Eckstines band. Who was this jazz great who died in 1950 even before he was 28?",music,Fats Navarro,Woody Shaw,Roy Eldridge,Fats Navarro,Art Farmer
3218,"Louis Armstrong is regarded by many to be the greatest jazz trumpeter. His life is a history of jazz music. Although he played many types of jazz, Louis Armstrong was known to disapprove of which form of jazz?",music,Bebop,Bebop,Big Band,Dixie Land,Third Stream
3219,This musician has won a Grammy for a jazz album and for a classical album. He is the jazz director for Lincoln Center in New York City. He was very influential in the making of Ken Burns TV series on the history of jazz. What is the first name of this great trumpet player?,music,Wynton,Wynton,Delfeayo,Branford,Jason
3220,"Sometimes called Little Jazz,â this great trumpet player developed a jazz style that was similar to the sax styles of Bud Carter and Coleman Hawkins. Who was this jazz great who died in 1989 at age 88?",music,Roy Eldridge,Harry james,Woody Shaw,Clark Terry,Roy Eldridge
3221,This great trumpeter played professionally since age 12.He played with Benny Goodman for several years before forming his own group. Although he was a great musician he is perhaps best known for marrying Betty Grable.,music,Harry James,Woody Shaw,Harry James,Roy Eldridge,Clark Terry
3222,"In 1978 this New Jersey-born trumpeter was voted Downbeats top trumpeter. His top albums are Rosewood, United and For Sure. Though he was a great musician he is better known by his peers than by the public at large. Who was he?",music,Woody Shaw,Woody Shaw,Harry James,Clark Terry,Roy Eldridge
3223,Which of these last names of popular musician belongs to a jazz great known as Hot Lips?â,music,Page,Page,Shorter,Peterson,Tyner
3224,Which trumpet player famous for his high register playing was featured in the Ellington Orchestra?,music,William Anderson,Woody Shaw,Clark Terry,Harry James,William Anderson
3225,The building at 1619 Broadway in New York City is also known by this name.,music,The Brill Building,The Fillmore East,The Empire State Building,The Brill Building,The Ed Sullivan Theater
3226,Which writing team was responsible for the 1961 Shirelles hit Will You Still Love Me Tomorrow?,music,Goffin and King,Pitney and Hart,Mercer and Feyne,Bacharach and David,Goffin and King
3227,"The songs, written by this team include: Sweets for My Sweet, Viva Las Vegas, This Magic  Moment , Turn Me Loose and Suspicion.",music,Schuman and Pomus,Bacharach and  David,Goffin and King,Mercer and  Feyne,Schuman and Pomus
3228,This group wrote the theme from The Monkees and Take the Last Train to Clarksville.,music,Boyce and Hart,Goffin and King,Sedaka and Clarke,Boyce and Hart,Diamond and King
3229,"Which song-writing team gave us Tell Laura I Love Her, Then He Kissed Me, Be My Baby, and Baby I Love You?",music,Barry and Greenwich,Mercer and Feyne,Barry and Greenwich,Bachcarach and Dickinson,Bacharach and David
3230,Smokey Joes Cafe features the songs of this writing team.,music,Leiber and Stoller,Leiber and Stoller,Boyce and Hart,Mercer and Feyne,Bahcarach and David
3231,"Who wrote these hits: Hound Dog, Kansas City, Yakety Yak and On Broadway?",music,Leiber and Stoller,Mercer and Feyne,Leiber and Stoller,Bacharach and  David,Boyce and Hart
3232,"Who wrote Jailhouse  Rock, Love Potion #9 and There Goes My Baby?",music,Leiber and Stoller,Leiber and Stoller,Neil Diamond,Ewell Blackstone,Phil Spector
3233,"Who wrote  these  songs: Blame It on the Bossa Nova, Kicks, Who Put  the Bomp, Uptown and Walking in the Rain?",music,Mann and Weil,Neil Diamond,Leiber and Stoller,Gene Pitney,Mann and Weil
3234,"Hes a Rebel and Rubber Ball were just two of the hits, written by this songwriter.",music,Gene Pitney,Gene Pitney,Neil Diamond,Neil  Sedaka,Burt Bacharach
3235,"He wrote such hits as A Little Bit of Soap, Piece of My Heart and Tell Him.",music,Bert Berns,Phil Spector,Bert Berns,Bill Medley,Phil Medley
3236,This team produced several hits for Sam Cooke. Chain Gang was their biggest hit.,music,Hugo and Luigi,Merer and Feyne,Hugo and Luigi,Medley and Russell,Piney and  Boyce
3237,"This Brooklyn-born singer/songwriter claims to have written 1,000 songs. Some of his hits were Calendar Girl and Stupid Cupid.",music,Neil Sedaka,Neil Sedaka,Neil Diamond,Bill Medley,Al Nevins
3238,What supermodel appeared on the music video of Michael Jacksons 1991 song Black or White?,music,Tyra Banks,Linda Evangelista,Naomi Campbell,Tyra Banks,Cindy Crawford
3239,"What band wrote and recorded the 1966 song Paint It, Black?",music,The Rolling Stones,The Beatles,Black Sabbath,Led Zeppelin,The Rolling Stones
3240,What award did Will Smiths song 1997 Men in Black receive?,music,Grammy Award,Grammy Award,All of these,Academy Award,Razzie Award
3241,Who performed the 1971 evergreen Lady in Black?,music,Uriah Heep,Chris de Burgh,Uriah Heep,Elton John,Scorpions
3242,Which of these artists has covered the 1948 song Black Coffee?,music,All of these,Peggy Lee,Sinead OConnor,Ella Fitzgerald,All of these
3243,How did Led Zeppelins 1971 song Black Dog get its title?,music,Some black dog walked around the studio as the band recorded the song.,"It was originally entitled Black Sheep, but later it was changed.",Some black dog walked around the studio as the band recorded the song.,"At the time, bass player John Paul Jones had a black dog as a pet.",None of these
3244,What event is depicted in the video to Amy Winehouses 2006 song Back to Black?,music,Funeral,Funeral,Murder,Birth,Wedding
3245,The subject of the 1989 song Black Velvet by Alannah Myles is actually this famous person.,music,Elvis,"Martin Luther King, Jr.",Elvis,Jesus,John F. Kennedy
3246,What band recorded the 2006 song Supermassive Black Hole?,music,Muse,The Verve,Coldpaly,Pulp,Muse
3247,What black animal was used for the title of Janet Jacksons 1989 rock song?,music,Black cat,Black raven,Black cat,Black shark,Black horse
3248,The song Make Me Smile was a hit song in the 1970s for this band.,music,Chicago,Steve Miller Band,Boston,Chicago,The Rolling Stones
3249,Sara Smile was a very big hit for this band in 1976.,music,Hall  Oates,Bad Company,Steve Miller Band,Hall  Oates,Foreigner
3250,The song Cant Smile Without You was a big hit song for this singer in 1978.,music,Barry Manilow,Rick Barry,Barry Manilow,Barry Mann,Marry Banilow
3251,When Will I See You Smile Again? was a pretty big RB hit for this group in 1991.,music,Bell Biv DeVoe,Jodeci,Shai,Silk,Bell Biv DeVoe
3252,Smile a Little Smile For Me was a big hit song for this one hit wonder in 1969.,music,The Flying Machine,The Lemon Pipers,The Flying Machine,John Fred  The Playboys,Strawberry Alarm Clock
3253,Which of these country artists released the song Where the Stars and Stripes and the Eagle Fly in 2001 after the 911 attacks?,music,Aaron Tippin,John Michael Montgomery,Aaron Tippin,Toby Keith,Joe Diffie
3254,"Which well known southern rock band gave us the song Red, White and Blue in 2003?",music,Lynyrd Skynyrd,The Doobie Brothers,Lynyrd Skynyrd,Molley Hatchet,The Allman Brothers
3255,"Which of these patriotic songs was one of Bruce Springsteens biggest hits, released in 1984?",music,Born in the U.S.A,Only in the U.S.A,Only in America,Born in the U.S.A,Born in America
3256,Which of these country artists released the song American Soldier in 2004?,music,Toby Keith,Jason Aldean,Toby Keith,Keith Anderson,Billy Currington
3257,"What patriotic song by Charlie Daniels do the following lyrics appear in?

And you never did think that it ever would happen again
In America, did you?
You never did think that wed ever get together again
Well we damn sure fooled you
Were walking real proud and were talking real loud again in America
You never did think that it ever would happen again",music,In America,Proud Of My Land,In America,My America,Proud Of This Land
3258,Who recorded the 2001 patriotic song Lets Roll about Flight 93?,music,Neil Young,Charlie Daniels,Tom Petty,Bruce Springsteen,Neil Young
3260,What rock band brought us the song I Feel Free in 1966?,music,Cream,The Allman Brothers,The Who,The Yardbirds,Cream
3261,"Who gave us the song Rock N Me, which tells about different US states?",music,Steve Miller Band,Great White,Steve Miller Band,John Cougar Mellencamp,Eddie Money
3262,What nickname was given to English rock band The Rolling Stones?,music,The Greatest Rock and Roll Band in the World,The Monsters,The Rock and Roll Royalty,None of these,The Greatest Rock and Roll Band in the World
3263,What popular female musician has been called the Queen of Pop?,music,All of these,Mariah Carey,Janet Jackson,Madonna,All of these
3264,What male musician was nicknamed the Architect of Rock and Roll?,music,Little Richard,Carl Perkins,Robert Johnson,Elvis Presley,Little Richard
3265,What nickname was Bruce Springsteen given?,music,The Boss,The Mayor,The President,The Chief,The Boss
3266,"What American singer, known as the Queen of Country, was born in Sevierville, Tennessee, in a dirt poor family, as she described them?",music,Dolly Parton,Reba McEntire,Dolly Parton,Loretta Lynn,Kitty Wells
3267,What sinister nickname has been given to Ozzy Osbourne?,music,Prince of Darkness,Prince of Darkness,Lord of the Undead,Count Dracula,His Royal Blackness
3268,What female musician was named The Empress of the Blues?,music,Bessie Smith,Bessie Smith,Patti Smith,Nina Simone,Aretha Franklin
3269,What nickname was given to James Brown to honor his achievements in music?,music,Godfather of Soul,Godfather of Soul,Grandfather of Soul,King of the Blues,King of Rock n Soul
3270,What American musician was nicknamed the Queen of RB?,music,All of these,All of these,Janet Jackson,Beyonce Knowles,Alicia Keys
3272,For what 1986 movie was Queens ballad Who Wants to Live Forever written?,music,Highlander,Highlander,The Godfather,Flash Gordon,Braveheart
3273,Who performed the 1993 power ballad Id Do Anything for Love (But I Wont Do That)?,music,Meat Loaf,Babyface,R. Kelly,Stevie Wonder,Meat Loaf
3274,What urban legend did Phil Collins power ballad In the Air Tonight start?,music,That Phil Collins witnessed the drowning of a person,That Phil Collins witnessed the drowning of a person,That Phil Collins wanted to become a detective,That Phil Collins attempted suicide,That Phil Collins was mentally unstable
3275,Who is the performer of the 1984 power ballad Purple Rain?,music,Prince,Prince,Joe Cocker,Queen,Deep Purple
3276,"What band wrote and performed the ballad Without You, later covered by Mariah Carey?",music,Badfinger,Badfinger,Hot Chocolate,Candy,Bread
3277,"What celebrated artist wrote the ballad Nothing Compares 2 U, which was later covered by Sinead OConnor and topped the charts in many countries?",music,Prince,George Michael,Prince,John Lennon,Elton John
3278,The eternal flame burning in a shrine for this legendary musician inspired the power ballad Eternal Flame by The Bangles.,music,Elvis,John Lennon,Janis Joplin,Jimi Hendrix,Elvis
3279,On the soundtrack of what popular movie was Roxettes power ballad It Must Have Been Love included?,music,Pretty Woman,Pretty Woman,Top Gun,Ghost,Mermaids
3280,In what album by Celine Dion was the Academy Award-winning ballad My Heart Will Go On included?,music,Lets Talk About Love,These Are Special Times,Lets Talk About Love,Falling into You,A New Day Has Come
3281,"In 2001, Michael Jackson stated in an Internet fan chat that this ballad is the song he is most proud of writing.",music,Heal the World,Heal the World,We Are the World,You Are Not Alone,Earth Song
3284,"Which of Gary Allans songs do these lyrics come from: I dont wanna hurt nobody/ Dont wanna make nobody cry/ I dont wanna do wrong, I dont wanna do wrong..?",music,Lovin You Against My Will,Lovin You Against My Will,Man Of Me,It Would Be You,Tough Little Boys
3285,"Which song by country singer Gary Allan contains these lyrics Its hard describing a heartache/ Cause its a one-of-a- kind thing/Serious injury, and a whole lot of endless pain..?",music,It Would Be You,Lovin You Against my Will,It Would Be You,Songs About Rain,Man to Man
