,question,category,answer,choices/0,choices/1,choices/2,choices/3
524,Which of the following characters is NOT a sidekick in Super Mario Strikers?,video-games,Paratroopa,Paratroopa,Birdo,Toad,Hammer bros.
525,In Mario Superstar Baseball what do you have to you use to unleash your characters super pitch?,video-games,A star,A heart,A fire flower,A star,A credit
527,What is Luigis power shot in Mario Power Tennis?,video-games,A hammer,He sucks the ball with a vacuum.,He jumps really high and slams the ball.,A hammer,A super big tennis racket
529,What is the most basic court in Mario Power Tennis?,video-games,Peach Dome,Mario Mansion,Peach Palace,Peach Dome,Mario Yard
531,Which one of these game systems was released by Nintendo?,video-games,snes,Playstation,None of these,snes,Xbox
535,Which of these games was not released by Nintendo?,video-games,Assassins Creed,Warioware,Mario Galaxy,Assassins Creed,Star Fox
536,Which Super Smash Bros. Melee character can be unlocked by defeating the 10-minute melee?,video-games,Falco,Falco,Jigglypuff,Roy,Mr. Game and Watch
537,Which character in Super Smash Bros. Melee can be unlocked by beating the game with every character?,video-games,Mr. Game and Watch,Luigi,Falco,Mr. Game and Watch,Roy
538,Which character in Super Smash Bros. Melee did not have a grapple ability?,video-games,Zelda,Zelda,Young Link,Link,Samus
539,Which Pokemon character in Super Smash Bros. Melee damages itself by using its B button moves?,video-games,Pichu,Mewtwo,Jigglypuff,Pichu,Pikachu
540,Which character in Super Smash Bros. Melee is the final boss of the normal game (Classic Mode)?,video-games,Master Hand,Poorly Coordinated Hand,Crazy Hand,Master Hand,Power Hand
541,Which character in Super Smash Bros. Melee could jump more than once in midair?,video-games,Kirby,Peach,Meta Knight,Kirby,Yoshi
542,Which character in Super Smash Bros. Melee is unlocked by beating the game with a character from the same game?,video-games,Roy,Falco,Mewtwo,Roy,Captain Falcon
543,Which character in Super Smash Bros. Melee had the ability to pick up other characters and walk with them?,video-games,Donkey Kong,Ganondorf,Donkey Kong,Bowser,Mario
544,Which of the following game series featured the most Super Smash Bros. Melee characters?,video-games,Mario,Zelda,Mario,Star Fox,Pokemon
545,Which character in Super Smash Bros. Melee does not have a saving Up B button move?,video-games,Yoshi,Yoshi,Bowser,Dr. Mario,Peach
546,What is the name of the main character in the 2006 third-person shooter Gears of War?,video-games,Marcus Fenix,Marcus Fenix,Lt. Kim,Dominic Santiago,Baird
547,"In video game Gears of War, these creatures let loose loud piercing shrieks when they attack but are generally easy to kill.",video-games,Wretches,Wretches,Drones,Corpsers,Theron Guards
549,"In Gears of War, which of these creatures is blind, walks upright and hunts by smell?",video-games,Berserker,Drone,Corpser,Berserker,Wretch
551,What is the name of the Colonel who is in command according to the scenarios in Gears of War?,video-games,Hoffman,Raam,Cole,Hoffman,Santiago
552,"In the Gears of War game, which member of Alpha Team is first found fighting in a small courtyard, alone and taunting the Locust?",video-games,Cole,Cole,Baird,Rojas,Kim
553,Which difficulty setting can only be unlocked by completing Gears of War once on any difficulty?,video-games,Insane,Normal,Casual,Insane,Hardcore
555,Which of these dragons is the strongest in the Runescape game?,video-games,Black Dragon,Red Dragon,Blue Dragon,Black Dragon,Green Dragon
556,Which of these Runescape creatures drops a Dragon 2H Sword?,video-games,Chaos Elemental,Mithral Dragon,King Black Dragon,Chaos Elemental,Calphite Queen
557,What is the name of the city in Runescape that you unlock after the Lost City Quest?,video-games,Zanaris,Falador,Zanaris,Catherbys,Camalot
558,Which of these is the postal service in Runescape?,video-games,RPDT,NYER,LPOG,LAPD,RPDT
560,How many forms does the Calphite Queen have in the game Runescape?,video-games,2,5,4,2,3
561,Which of these pets can you own in Runescape?,video-games,Kitten,Hamster,Kitten,Dog,Bird
564,Which persona from the Killer7 game is the one with the Scope on his/her Automatic?,video-games,Kaede,Harman,Con,Dan,Kaede
565,"In Killer7, what is the character Con Smithsâ age?",video-games,14,17,14,It is not stated.,25
566,"Which voice-over actress, who has also done voices for Nickelodeon, is the voice of Kaede in Killer7?",video-games,Tara Strong,Debby Derryberry,Tara Strong,Lacey Chabert,E.G Daily
567,What is the name of character Iwazarus ex-wife in the action/adventure game Killer7?,video-games,Mizaru,Mizaru,None of the above,Mizaro,Mizari
568,"In the game Killer7, what is the name of Harmans maid?",video-games,Samantha,Susan,Suzie,Polly,Samantha
569,The only time you can use the save feature in Killer7 is when character Samantha is in what costume?,video-games,Maid uniform,Tight black overall,Normal clothing,Evening gown,Maid uniform
570,What was Mask De Smithâs profession before coming apart of the killersâ team in Killer7?,video-games,Professional wrestler,Costume artist,Professional boxer,Bodyguard,Professional wrestler
571,"In the action/adventure Killer7, who is the only informant able to contact the Killer7 team?",video-games,Christopher Mills,Kun Lan,Christopher Mills,Heaven Smile,Travis
572,"Besides your Avatar, what other characters can you get at the beginning of the game Baldurs Gate II: Shadows of Amn?",video-games,"Imoen, Jahiera, Minsc","Imoen, Jahiera, Minsc","Aerie, Jahiera, Jan","Khalid, Jahiera, Minsc","Valygar, Jahiera, Minsc"
573,Where can you get the gauntlets of ogre power in the game Baldurs Gate II: Shadows of Amn?,video-games,The Planar Sphere,The Shadow thieves cellar,The Temple ruins,The Planar prison,The Planar Sphere
574,What ranger can you save in the game Baldurs Gate II: Shadows of Amn by defeating the Shadow lord in the ruin temple?,video-games,Merella,Merella,Valygar,Minsc,Drizzt
575,"What organization takes Imoen from you, after you escape the first level in the game Baldurs Gate II: Shadows of Amn?",video-games,The Cowled Wizards,The Athkatla Guard,The Emerald warriors,The Shadow Thieves,The Cowled Wizards
576,Who kidnaps Nalia in the game Baldurs Gate II: Shadows of Amn?,video-games,Isaea Roenal,Isaea Roenal,Jon Irenicus,Corieg Axehand,Stumpy Ironfoot
577,"In the 2007 RuneScape Easter special, what item or items do you earn by helping the Easter bunny?",video-games,A chicken suit,An egg that you eat that brings you up one level,A chicken suit,A bunny suit,A ring that transforms you into an egg
578,What two special benefits do RuneScape members get?,video-games,special tree logs and special locations,rainbow boots and fighting boots,special money and no extra lands,special tree logs and special locations,you can kill demons and go to the barbarian village
581,"On a non-member world in RuneScape, how many places can you travel to on the ship in Port Sarim?",video-games,1,3,6,1,4
582,What animal is Santa on the 2005 RuneScape Christmas special?,video-games,wolf,polar bear,wolf,reindeer,penguin
583,What is the name of the dog the main character is trying to save in the Dogs Life video game?,video-games,Daisy,Butter,Jesse,Daisy,Katie
584,What changes on the dog every time you go to a different Poodle Parlour in the video game Dogs Life?,video-games,his collar,his attitude,the markings on his coat,his collar,his leash
585,At what location do you first have to run away from the dog catcher in the Dogs Life video game?,video-games,Village center,Boom City Park,Lake Minniwahwah Cafe,Village center,Farmhouse
586,"When you pick up scents in the game Dogs Life, which of the following is not part of a competition with another dog?",video-games,Barking competition,Marking territory,Barking competition,Digging holes,Doing tricks
587,What are the names of Miss Peaches henchmen in the Dogs Life game?,video-games,Wayne and Dwayne,Wayne and Dwayne,Bob and Rob,Ryan and Bryan,John and Ron
588,"In the Dogs Life video game, what challenge do the purple scents start?",video-games,Collect them all before time runs out,Obtain more territory than the other dog,Dig holes faster than the other dog,Collect them all before time runs out,Get all the food before the other dog does
589,"What improves your speed, stamina, and health in the game Dogs Life?",video-games,bones,bones,washing,people,collars
590,Which of the following is NOT found at the grooming parlour in the video game Dogs Life?,video-games,shaver,scissors,shower head,shaver,a sponge
591,How many places can you go to by train in the Dogs Life game?,video-games,3,3,5,50,7
592,What is the name of the radio show in the game Dogs Life?,video-games,The Loud Brothers Live,Lake Minniwahah Chat,Miss Peaches Radio Show,"Blues, Smooths, and Clues Live",The Loud Brothers Live
593,What button do you press to dig in Dogs Life (PS2)?,video-games,Circle,Cross,Square,Triangle,Circle
594,What color is Miss Peaches hair in the video game Dogs Life?,video-games,Orange,Orange,Brown,Blonde,Black
595,Where is the Lucky 7s Machine located in the game Dogs Life?,video-games,Lake Minniwahwah Cafe,Lake Minniwahwah Slopes,Lake Minniwahwah Hotel,Lake Minniwahwah Mountain Top,Lake Minniwahwah Cafe
596,"In the Dogs Life video game, what is the name of the group of bandits at Boom City?",video-games,The Sleeping Bandits,The Sleeping Bandits,The Danger Bandits,The Ruthless Bandits,The Masked Bandits
597,What color is the jacket the girl wants you to get from the ski slopes in the video game Dogs Life?,video-games,yellow,black,white,yellow,red
598,"In the Dogs Life video game, what does the girl NOT ask you to bring to make her snowman?",video-games,a scarf,a scarf,a hat,twigs,coal
