,question,category,answer,choices/0,choices/1,choices/2,choices/3
677,When the Nazis came to power they banned this short novel by Franz Kafka.,literature,The Metamorphosis,The Metamorphosis,The Rights  of  All men,The Satanic Verses,All Quiet on the Western Front
678,"This work was banned in Lebanon for showing Jews, Zionism, and Israel in a favorable light.",literature,The Diary of a Young  Girl,The Grapes of Wrath,The Diary of a Young  Girl,The Kite Runner,The Rubiyat of Omar Khayyam
679,This 18th century erotic novel is one of the most prosecuted and banned books in history.,literature,Memoirs of a Woman of Pleasure,O,Stella Dallas,Memoirs of a Woman of Pleasure,I Was Curious Yellow
680,Which of these poems was written by Lord George Gordon Byron?,literature,She Walks In Beauty,Ode To A Grecian Urn,My Lost Youth,She Was A Phantom Of Delight,She Walks In Beauty
681,In what year did Edgar Allan Poe write the poem The City in the Sea?,literature,1831,Edgar Allan Poe never wrote The City in the Sea,1825,1831,1829
683,Who is the author of the poems Meeting at Midnight and Parting in Morning?,literature,Robert Browning,Emily Bronte,Walt Whitman,Robert Browning,Elizabeth Browning
684,Which poet wrote the poem beginning with the words-Success is counted sweetest...?,literature,Emily Dickinson,Elizabeth Browning,Carol Channing,Emily Bronte,Emily Dickinson
685,Which of these poems was written by Lord Alfred Tennyson?,literature,Ulysses,A Musical Instrument,"Peter, Peter, Pumpkin Eater",Ulysses,Calvary Crossing A Ford
686,"Who wrote the poem Break, Break, Break?",literature,"Alfred, Lord Tennyson",Emily Bronte,Oliver Wendell Holmes,Elizabeth Browning,"Alfred, Lord Tennyson"
688,"Hans Christian Andersen was born on April 2, 1805. What was his nationality?",literature,Danish,Swiss,German,Flemish,Danish
689,What kind of literary works did Hans Christian Andersen enjoy reading when he was a child?,literature,Dramatic works,Love stories,Gothic novels,Dramatic works,Poems
690,What was the name of Hans Christian Andersens first story which was published in 1822?,literature,The Ghost at Palnatokes Grave,The Tinder Box,A Journey on Foot from Holmens Canal to the East Point of Amager,The Ghost at Palnatokes Grave,The Princess and the Pea
691,Which of these statements is true about the childhood of Hans Christian Andersen?,literature,All of these,He wasnt a very good student.,He suffered from dyslexia.,He was often abused.,All of these
692,What present did Hans Christian Andersen receive from King Frederick VI in 1833?,literature,A traveling grant,A scholarship,A mansion,A traveling grant,A boat
693,Which of these fairy tales by Hans Christian Andersen starts with a woman who longs to have a child and is given a magic seed by a witch?,literature,Thumbelina,The Angel,The Wild Swans,The Princess and the Pea,Thumbelina
694,From which Hans Christian Andersens fairy tale are the characters Kai and Gerda?,literature,The Snow Queen,The Steadfast Tin Soldier,The Red Shoes,The Little Mermaid,The Snow Queen
695,What unforgettable character from the novel David Copperfield by Charles Dickens is believed to be based on Hans Christian Andersens personality and appearance?,literature,Uriah Heep,Edward Murdstone,David Copperfield,James Steerforth,Uriah Heep
696,Which of these fairy tales by Hans Christian Andersen ends with the death of a poor girl in the streets?,literature,The Little Match Girl,The Little Match Girl,The Shadow,The Happy Family,The Story of a Mother
697,In the harbor of Copenhagen there is a statue of this enchanting character created by Hans Christian Andersen.,literature,The Little Mermaid,The Little Mermaid,The Little Match Girl,The Ugly Duckling,The Snow Queen
698,Name the headstrong and sharp-tongued woman whose feisty spirit is tamed by Petruccio in Shakespeares comedy The Taming of the Shrew?,literature,Katherina (Kate),Ophelia,Bianca,Cordelia,Katherina (Kate)
699,"What Shakespearean character, who is the epitome of honesty and loyalty, is disinherited by her father, King Lear?",literature,Cordelia,Goneril,Regan,Cordelia,MIranda
700,What Shakespearean heroine elopes with a man of a different race and later becomes an innocent victim of his wrath?,literature,Desdemona,Imogen,Ophelia,Anne,Desdemona
701,"What Shakespearean character is resented by her son for marrying her husbands brother, Claudius?",literature,Queen Gertrude,Lady Macbeth,Elizabeth Woodville,Lady Anne Neville,Queen Gertrude
702,"Having survived a shipwreck, this character from the comedy Twelfth Night poses as a boy, named Cesario, and enters the service of Duke Orsino.",literature,Viola,Viola,Bianca,Cordelia,Olivia
703,"In a sleepwalking scene, depicted in one of the most popular Shakespearean tragedies, this Queen of Scotland, suffering from a guilty conscience, cries Out, damned spot!",literature,Lady Macbeth,Queen Gertrude,Imogen,Isabel,Lady Macbeth
704,How does young Juliet Capulet die in Shakespeares tragedy Romeo and Juliet?,literature,She stabs herself with a dagger.,She swallows poison.,She drowns herself.,She stabs herself with a dagger.,She is poisoned by Rosaline.
705,"In Shakespeares history play Richard III, this lady asked Richard, Did you not kill my husband? and got the following reply: Your beauty which did haunt me in my sleep could make me undertake the death of all the world.",literature,Lady Anne,Margaret of Anjou,Queen Elizabeth,The Duchess of York,Lady Anne
706,What Shakespearean tragic heroine is advised by her father to lock herself from Hamlets resort?,literature,Ophelia,Gertrude,Viola,Rosaline,Ophelia
707,Which Shakespearean heroine is not correctly matched with the play in which she appears?,literature,Titania - Twelfth Night,Titania - Twelfth Night,The Three Witches - Macbeth,Beatrice - Much Ado About Nothing,Lady Capulet - Romeo and Juliet
708,"In Calla Bryn Sturgis, in the book Wolves of the Calla, the ka-tet meet a priest who, together with most of the townsfolk, asks them to protect them against the Wolves. What is the priests name?",literature,Father Callahan,Father Brautigan,Father Callahan,Father ONeill,Father Ted
709,The priest in the novel Wolves of the Calla has appeared previously in which Stephen King novel?,literature,Salems Lot,Cujo,Pet Sematary,Salems Lot,Carrie
710,The crystal ball in the novel Wolves of the Calla is used by Roland and his ka-tet to travel to 1977 to a borough of New York. Which Borough did they travel to?,literature,Manhattan,Queens,New Jersey,Brooklyn,Manhattan
711,"In the novel Wolves of the Calla, Roland and the ka-tet team travelled to New York to protect what?",literature,A single red rose growing in a vacant lot,"Eddies brother, Henry, from a drug dealer",The headquarters of the Tet Corporation,Prevent Jake from being killed by Jack Mort,A single red rose growing in a vacant lot
712,Susannah begins to undergo yet another change of character in Wolves of the Calla. What is this characters name?,literature,Mia,Coral,Rhea,Mia,Susan
713,"When the priest first appeared near Calla Bryn Sturgis in the book Wolves of the Calla, he was found by a religious group. What is their name?",literature,Manni,Wolves,Taheen,Manni,Crimson Acolytes
714,Why are the Wolves such a problem to the people of Calla Bryn Sturgis in the novel Wolves of the Calla?,literature,They abduct one twin of a pair from a family whenever they appear.,They always beat the Bryn Sturgis soccer team when they visit.,They have awful table manners.,"They come down from the mountains and kill all of the sheep, which are the main livestock in the area.",They abduct one twin of a pair from a family whenever they appear.
715,"The Wolves in the novel The Wolves of the Calla have an arsenal of weapons, including hand-grenades called what?",literature,Sneetches,Landies,Starbombs,Sneetches,Loopers
716,This  type of  poem is usually a long poem that tells the story of a significant event or a significant persons life.,literature,Epic Poetry,Hokku,Lyric Poetry,Epic Poetry,Iamb
717,This type of poem consists of 14 lines with this rhyme pattern: abba cddc effe gg,literature,Sonnet,Acrostic,Sonnet,Ode,Strophe
718,Which word means a set of two lines in a poem?,literature,couplet,iamb,caesura,bisody,couplet
719,This type of poem is one that is relatively short and tells a story.,literature,Narrative poem,Prosdic poem,Lyric poem,Narrative poem,Epode
720,"In this type of poem, the first letters of each line help give the meaning of the poem.",literature,Acrostic,Iamb,Ode,Lyric,Acrostic
721,"This is a type of Japanese poem that is made of three parts; the first has five syllables, the second seven and the third have five.",literature,Haiku,Hokku,Haiku,Jintishi,Basho
722,This is a type of Chinese poetry .,literature,Jintishi,Rubiyat,Hokku,Haiku,Jintishi
723,This expression means an audible pause that breaks up a line of poetry.,literature,Caesura,Rubiyat,Hokku,Shwa,Caesura
724,This  type of poem is typified by a great poem by Omar Khayyam,literature,Rubiyat,Jintishi,Haiku,Hokku,Rubiyat
725,In which book by Mark Twain does the following phrase appear:  Lead us into temptation?,literature,The Man That Corrupted Hadleyburg,The Prince and the Pauper,A Connecticut Yankee in King Arthurs Court,The Man That Corrupted Hadleyburg,The Mysterious Stranger
726,I wish I owned half of that dog.  Why? somebody asked.  Because I would kill my half is a conversation from what book by Mark Twain?,literature,Puddnhead Wilson,Puddnhead Wilson,The Adventures of Tom Sawyer.,The Autobiography of Mark Twain,Life on the Mississippi
727,What Mark Twain book is the following quote from: Tom lost his temper.  I notice a person most always does thatâs got laid out in an argument. He told us to shut up.?,literature,Tom Sawyer Abroad,Innocents Abroad,Captain Stormfield Visists Heaven,Tom Sawyer Abroad,The Adventures of Tom Sawyer
728,From which Mark Twain book does the following line come: âI never felt so filled with a blessed peace as I did yesterday - when I learned that Michangelo was dead.?,literature,The Innocents Abroad,The Prince and the Pauper,Roughing it,Life on the Mississippi,The Innocents Abroad
729,What book by Mark Twain is the following excerpt from: If man could be crossed with a cat - it would improve man - but it would deteriorate the cat.?,literature,The Autobiography of Mark Twain,The Autobiography of Mark Twain,Puddnhead Wilson,Life on the Mississippi,Huckleberry Finn
730,The difference between a cat and a lie is that the cat only has nine lives. Which book by Mark Twain is this quote from?,literature,Pudd nhead Willson,Pudd nhead Willson,Tom Sawyer,Roughing It,The Innocents Abroad
731,"What book does the following quote come from: You dont know me without you have read a book by the name of The Adventures of Tom Sawyer, but that aint no matter. ?",literature,Huckleberry Finn,Huckleberry Finn,The Gilded Age,Letters From the Earth,Life on the Mississippi
732,I came in with Halleys Comet...it will be the greatest disappointment of my life if I dont go out with it. is a quote from what book by Mark Twain?,literature,The Autobiography of Mark Twain,The Autobiography of Mark Twain,Tom Sawyer,The Gilded Age,Letters From the Earth
733,"What Mark Twain book is the following line from: All right, then, Ill go to hell!?",literature,Huckleberry Finn,Life on the Mississippi,Huckleberry Finn,Captain Stormfield Visits Heaven,The Diary of Adam and Eve
734,"What book by Mark Twain does this quote come from: In mans heaven...it shall contain each and every thing that is repulsive to a man, and not a single thing he likes....it pays no compliment to the intellect...in fact never even mentions it. ?",literature,Letters From the Earth,Letters From the Earth,Roughing It,The Innocents Abroad,Huckleberry Finn
735,"Which poet wrote the poems The Germ, Listen, A Word to Husbands, and Very Like a Whale?",literature,Ogden Nash,Ogden Nash,W. H. Auden,C. Day Lewis,Langston Hughes
736,Which of the following poems was not written by C. Day Lewis?,literature,The Unknown Citizen,Almost Human,The Unknown Citizen,Newsreel,"Come, Live With Me And Be My Love"
737,Gwendolyn Brooks wrote all of the following poems except one. Can you find the odd one out?,literature,The Ballad of Sue Ellen Westerfield,We Real Cool,The Ballad of Sue Ellen Westerfield,Way Out Morgan,The Chicago Defender Sends A Man To Little Rock
738,All of these poems were written by Allen Ginsberg except one. Which one was written by poet James Dickey?,literature,The Beholders,My Sad Self,Howl,The Beholders,A Supermarket in California
739,This poet wrote the poems Moss Gathering and My Papas Waltz in 1948 and Elegy for Jane in 1953.,literature,Theodore Roethke,Theodore Roethke,Gwendolyn Brooks,Robert Hayden,Elizabeth Bishop
740,Which of these poems was not written by Robert Lowell?,literature,Digging for China,For the Union Dead,The Mouth of the Hudson,Grandparents,Digging for China
741,"Which poet wrote the poems Still I Rise, I Know Why the Caged Bird Sings, and Remembrance?",literature,Maya Angelou,Elizabeth Bishop,Gwendolyn Brooks,Anne Sexton,Maya Angelou
742,"Which 20th century poet wrote the phrase Candy is Dandy, But Liquor is Quicker?",literature,Ogden Nash,Ogden Nash,James Dickey,Dylan Thomas,Allen Ginsberg
743,John Steinbeck was born in 1902 in this city.,literature,"Salinas, California",New York City,"Salinas, California","Moscow, Soviet Union","Heiligenhaus, Germany"
744,Which of the following books by John Steinbeck won a Pulitzer prize?,literature,The Grapes of Wrath,East of Eden,none of these,Of Mice and Men,The Grapes of Wrath
745,Name the sequel to John Steinbecks 1945 book Cannery Row.,literature,Sweet Thursday,The Pearl,The Wayward Bus,East of Eden,Sweet Thursday
746,What was John Steinbecks first published novel?,literature,Cup of Gold,Tortilla Flat,The Red Pony,Cup of Gold,The Pastures of Heaven
747,"In 1960 John Steinbeck set off on a trip around America, which he described in a book. What name did Steinbeck give to the vehicle he used during the trip?",literature,Rocinante,America,Rocinante,Charley,Don Quihote
748,Upon its publishing in 1939 this book by John Steinbeck was banned from public schools and libraries in a lot of places in America.,literature,The Grapes of Wrath,To a God Unknown,In Dubious Battle,The Moon Is Down,The Grapes of Wrath
749,During World War II John Steinbeck worked as a war correspondent for this newspaper.,literature,New York Herald Tribune,New York Herald Tribune,San Francisco Chronicle,The New York Times,Los Angeles Times
750,George Milton and Lennie Small were characters in which book by John Steinbeck?,literature,Of Mice and Men,The Wayward Bus,Of Mice and Men,The Pearl,Cannery Row
751,Which of the following women was not married to John Steinbeck?,literature,Mary Steinbeck Dekker,Carol Henning Steinbeck Brown,Elaine Anderson Scott Steinbeck,Gwyndolyn Conger Steinbeck,Mary Steinbeck Dekker
753,He graduated from Harvard in 1916. He wrote The Enormous Room (1922) about a prison camp during WWI.,literature,e.e. cummings,Gary Porter,e.e. cummings,Robert Frost,Ernest Hemingway
754,He is largely considered to be the most popular American poet of the 19th century as well as the first professional American poet.,literature,Henry Wadsworth Longfellow,Nathaniel Hawthorne,Edgar Allen Poe,Robert Frost,Henry Wadsworth Longfellow
755,"She was born in 1830 in Amherst, Massachusetts, and bore the same first name as her mother.",literature,Emily Dickinson,Jane Austin,Emily Dickinson,Sylvia Plath,Elizabeth Barrett Browning
756,"He was born in 1902 in Joplin, Missouri and began writing in the 8th grade even though his father discouraged him.",literature,Langston Hughes,Thurgood Marshall,E.G. Marshall,Langston Hughes,Barnard Hughes
757,She wrote Cold Comfort in 1986 and A Space Filled with Movement in 1992.,literature,Maggie Anderson,Maggie Anderson,Louise McNeil,Maude Anderson,Louisa Mae Alcott
758,Writer and artist Edward St. John Gorey was born on February 22 in what year?,literature,1925,1915,1925,1935,1920
760,"Writer and illustrator Edward Gorey was fond of animals, which were also the subject of some of his works. What pets did Gorey keep in his house?",literature,cats,ferrets,lizards,cats,dogs
763,Writer and artist Edward Gorey died at the age of 75 at his home in Cape Cod. What caused his death?,literature,Heart Attack,Prostate Cancer,Car Accident,Heart Attack,Natural causes-old age
764,What are the names of Rolands mother and father in The Dark Tower series?,literature,Gabrielle and Steven,Gabrielle and Roland,Gillian and Roland,Gabrielle and Steven,Gillian and Steven
765,Which of the following Steven King books is not connected to the Dark Tower series?,literature,They are all connected.,Salems Lot,They are all connected.,The Eye of the Dragon,Rose Madder
766,"What was the name of the book that contained the short story The Little Sisters of Eluria, a prequel to The Gunslinger?",literature,Everythingâs Eventual,Nightmares and Dreamscapes,Skeleton Crew,Everythingâs Eventual,Different Seasons
768,Oscar Wilde is associated with this art movement that began in the late Victorian period and is considered to have ended with Oscar Wildes trial in in 1895.,literature,Aestheticism,Art Nouveau,Neo-Classicism,Symbolism,Aestheticism
769,Oscar Wilde was imprisoned for two years after being convicted of this crime.,literature,gross indecency,treason,domestic abuse,gross indecency,sexual assault
770,"This literary work, whose preface ends with the sentence, All art is quite useless, is Oscar Wildes only published novel.",literature,The Picture of Dorian Gray,A Woman of No Importance,The Importance of Being Earnest,The Picture of Dorian Gray,The Canterville Ghost
771,"What drama film, starring Scarlett Johansson as Meg Windermere, is based on Oscar Wildes play Lady Windermeres Fan?",literature,A Good Woman,A Good Woman,The Nanny Diaries,The Other Boleyn Girl,Lost in Translation
772,"This Oscar Wilde tragedy, originally written in French in 1891, was banned in England until 1931.",literature,Salome,A Florentine Tragedy,Salome,"Vera; or, The Nihilists",An Ideal Husband
773,"While in prison Oscar Wilde wrote De Profundis, an extended letter in which he expressed his bitter criticism towards this English author, better known as Wildes intimate friend.",literature,Lord Alfred Douglas,Lord Alfred Tennyson,Lord Alfred Douglas,Matthew Arnold,Robert Seymour Bridges
774,Which characters created by Oscar Wilde are not correctly paired with the literary work?,literature,"Salome - Simone Grosso, Beatrice","The Picture of Dorian Gray - Basil Hallward, Sybil Vane","Lady Windermeres Fan - Mrs Erlynne, Lord Darlington","The Importance of Being Earnest - Gwendolen Fairfax, Algernon (Algy) Moncrieff","Salome - Simone Grosso, Beatrice"
775,Name the witty nobleman who conveys to Dorian Gray his view of indulgent hedonism in one of Oscar Wildes most famous works?,literature,Henry Wotton,Henry Wotton,Basil Hallward,Alan Campbell,James Vane
776,"The death penalty is the main theme of this poem by Oscar Wilde which contains the following often quoted lines:
Yet each man kills the thing he loves
By each let this be heard,
Some do it with a bitter look,
Some with a flattering word,
The coward does it with a kiss,
The brave man with a sword!",literature,The Ballad of Reading Gaol,The Sphinx,The Fisherman and his Soul,A House of Pomegranates,The Ballad of Reading Gaol
777,Complete the following statement made by one of Oscar Wildes characters: Nothing makes one so vain as being told one is ..............,literature,a sinner,a genius,beautiful,a sinner,a good lover
780,"In Stephen Kings novel The Dark Tower, Mordred has the ability to transform himself into what type of creature?",literature,Spider,Spider,Wolf,Crow,Snake
781,"Once reunited in the book The Dark Tower, the ka-tet travel to a town called Fedic to stop the activity of a group of individuals who use their psychic powers to break apart the beams that hold the Dark Tower and Mid-World together. What is the name given to this group of psychics?",literature,Breakers,Breakers,The Great Old Ones,Sanitisers,Crimson Acolytes
782,Which member of the ka-tet is mortally wounded in The Dark Tower in the battle to free the psychics of Fedic?,literature,Eddie,Oy,Eddie,Jake,Susannah
783,"In the final novel of The Dark Tower series, Jake, Roland and Oy travel to Maine in 1999 to do what important task?",literature,Save the life of Stephen King,Deliver a rose to Jakes dying mother,Open the Tet Corporation Tower,Close a tear between the worlds that was causing strange creatures to enter 1999,Save the life of Stephen King
784,"On their travels in the book The Dark Tower, the ka-tet come to a place called ODDS LANE (the S had been added by hand). The only person who lived here was an old guy who called himself Joe Collins, but what was his real name?",literature,Dandelo,Dandelo,Cuthbert,Walter,Pennywise
785,"In the novel The Dark Tower, in Joe Collins basement the ka-tet discover a young man named Patrick Danville imprisoned in a cage. What particular skill does Patrick have?",literature,He is a gifted artist whose drawings become reality.,He is blind and cannot be influenced by the all-seeing eye of The Crimson King.,He can travel between worlds simply by thinking about them.,He can block the destructive thoughts of the psychics who are destroying the Beams.,He is a gifted artist whose drawings become reality.
786,"When close to his goal, The Dark Tower, Roland is attacked by Mordred. Who saves Rolands life, but dies in the process?",literature,Oy,Eddie,Oy,Jake,Susannah
788,"Driven by jealousy, anguish and ambition, this character from a history play by Shakespeare uttered the words, I am determined to prove a villain / and hate the idle pleasures of these days.",literature,Richard III,Henry V,King Lear,Claudius,Richard III
789,What Shakespearean character usurped the throne by murdering his brother and then married the late kings widow?,literature,Claudius,Julius Caesar,Claudius,Polonius,Iago
790,"Name the Scottish King whom Macbeth murdered, led by his thirst for power and desire to obtain the throne.",literature,King Duncan,King Duncan,King Malcolm II,King Henry,King Kenneth
791,"This character, often regarded as one of Shakespeares most malevolent villains, is an expert manipulator, who states, I am not what I am.",literature,Iago,Polonius,Claudius,Cassius,Iago
792,"This complex Shakespearean character, who is a villain at one point and a victim at another, demanded a pound of flesh and rendered no mercy.",literature,Shylock,Horatio,Tubal,Antonio,Shylock
793,"This character, who commits a number of villainous acts throughout the course of the play King Lear, is the illegitimate son of the Earl of Gloucester.",literature,Edmund,Edmund,Antonio,Edgar,Philip
794,What character from the play Julius Caesar incites the conspiracy against Caesar and plays a leading role in his assassination?,literature,Cassius,Brutus,Taurus,Arviragus,Cassius
795,Name King Lears brutal son-in-law who gouged out Gloucesters eyes in Shakespeares tragedy King Lear.,literature,Duke of Cornwall,Duke of Burgundy,Edmund,Earl of Kent,Duke of Cornwall
796,"In the play Cymbeline, this dishonest Roman soldier tricked Posthumos into believing that he had seduced his wife, Imogen.",literature,Iachimo,Iachimo,Philario,Brutus,Cassius
798,"Why does the group of eco-terrorists, featured in the book Ark Angel, call themselves Force Three?",literature,The Earth is the third nearest planet to the sun.,It does not say.,The Earth is the third nearest planet to the sun.,The group has three main goals.,"When the group was created, there were three members in it."
799,"In the book Ark Angel, what are the nicknames Alex Rider gives to the four men who break into St. Dominics hospital looking for Paul Drevin?",literature,"Combat Jacket, Spectacles, Steel Watch, Silver Tooth","Canvas Jacket, Spectacles, Steel Watch, Silver Tooth","Combat Jacket, Spectacles, Steel Watch, Silver Tooth","Canvas Jacket, Spectacles, Metal Watch, Silver Tooth","Combat Jacket, Spectacles, Metal Watch, Steel Tooth"
800,Fictional character Alex Rider says that the leader of Force Three has what parts of the world tattooed on the back of his head?,literature,Russia and China,Brazil and West Africa,Russia and China,The US and Canada,Europe
801,"In the novel Ark Angel, what natural disaster does Alex Rider think would occur if the leader of Force Three was to sneeze?",literature,Earthquake,Landslide,Earthquake,Tsunami,Volcanic Eruption
802,"In the sixth book in the Alex Rider series, what were Force Three going to send with the ransom note to Nikolei Drevin in order to show him that they meant business?",literature,One of their captives fingers.,One of their captives toes.,A picture of their captive.,A lock of their captives hair.,One of their captives fingers.
803,"In Ark Angel, after Force Three find out that the boy they captured is not Paul Drevin, but Alex Rider, they try to kill him by doing what?",literature,They lock Alex in a room and set the building aflame.,They lock Alex in a room and leave him there to starve to death.,They lock Alex in a room and leave a time bomb right outside.,They lock Alex in a room and weaken the supports of the building so that it falls down.,They lock Alex in a room and set the building aflame.
804,What was the name of Alexs guardian in the novel Ark Angel?,literature,Jack Starbright,Mrs. Jones,Alan Blunt,Jack Starbright,Diana Meacher
806,"Living a life of self imposed isolation due to self doubt, fictional Navy officer Hornblower still considered one fellow officer his friend. Who was he?",literature,Lt. Bush,Capt. Jack Aubrey,Stephen Maturin,ABS Brown,Lt. Bush
807,One aspect of the physical constitution of fictional officer Hornblowers isolates him from a simple human pleasure. What is it?,literature,Tone deafness prevents Hornblower from enjoying or even comprehending music.,Hornblower has no sense of smell or taste resulting in joyless eating.,Poor eyesight and color blindness result in his inability to comprehend beauty and art.,"Dyslexia, or a dyslexia-like condition, prevents Hornblower from being able to read and write.",Tone deafness prevents Hornblower from enjoying or even comprehending music.
808,What was the name of the first wife of fictional British Royal Navy officer Horatio Hornblower?,literature,Maria,Penny,Maggie,Mildred,Maria
809,Which of these is true about the second wife of fictional British Royal Navy officer Horatio Hornblower?,literature,"She is the sister of Anglo-Irish statesman Arthur Wellesley, the future victor at Waterloo and Duke of Wellington.","She is the sister of Marie Antoinette, infamous for excesses, and executed early in the French Revolution.","She is the sister of Anglo-Irish statesman Arthur Wellesley, the future victor at Waterloo and Duke of Wellington.","She is the widow of Horatio Nelson, hero of the Nile and Trafalgar.",She is the illegitimate daughter of Benjamin Franklin.
810,"During the Peace of Amiens,â fictional adventure series character Hornblower is beached and penniless. How does Hornblower make ends meet during this period?",literature,Playing whist,Gambling on horses,Playing whist,Prize fighting,Working as a fishing boat captain
811,"Fictional officer Horatio Hornblower is dispatched round the Horn to assist the Spanish in the Pacific. Hornblower meets and assists a despotic, psychopathic Spanish commander. What is his name?",literature,El Supremo,Hugo Chavez,Augusto Pinochet,El Supremo,El Rey Del Mundo
812,Where does fictional character Stephanie Plum live?,literature,"Trenton, New Jersey","Philadelphia, Pennsylvania","Albany, New York","San Francisco, California","Trenton, New Jersey"
813,What is the occupation of Janet Evanovichs character Stephanie Plum?,literature,bounty hunter,bounty hunter,police officer,spy,pastry chef
815,"In the Stephanie Plum series of novels, what is the name of the plus-sized black woman who sometimes is Stephanies partner?",literature,Lula,Latasha,Lula,Lila,Laila
816,"In Janet Evanovichs series of books, Stephanie Plums relationship with her boyfriend is often overshadowed by her crush on this character.",literature,Ranger,Vinnie,Alex,Ranger,Alfred
817,"Stephanie Plum has different cars throughout the various novels. However, the one that used to belong to her Uncle Sandor was affectionately called by this name.",literature,Big Blue,Big Bertha,Big Ben,Big Betsy,Big Blue
820,What is the job of Stephanies boyfriend in the Stephanie Plums series of novels?,literature,a police officer,a police officer,a lifeguard,an EMS,a firefighter
821,How many children does Harry Potter have as revealed in the last book of the harry Potter series?,literature,3,1,3,5,4
824,"Who does Hermione Granger kiss in the Battle of Hogwarts, in the final book of the Harry Potter series?",literature,Ron,None of these,Harry,Ron,Krum
825,What year were fictional characters Harry Potter and Ron Weasley born?,literature,1989,1990,1982,1989,1985
827,In what book of the Harry Potter series do Harry and Ginny kiss for the first time?,literature,Harry Potter and the Half Blood Prince,Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Deathly Hallows,Harry Potter and the Half Blood Prince
828,"What potion do Harry Potter, Ron Weasley and Hermione Granger use to infiltrate the Ministry of Magic?",literature,Polyjuice Potion,Amortentia,Draught of Living Death,Polyjuice Potion,Felix Felicis
829,Which student does Slughorn Horace NOT favour in the Harry Potter series?,literature,Ron,Harry,Ron,Zabini,Hermione
830,What character does Harry Potter first meet at Madam Malkins?,literature,Draco,Ron,Dudley,Draco,Ginny
831,"In The Silmarillion, Morgoth was a corrupt Ainu, a servant of Iluvatar, responsible for much evil on Middle Earth. What was his original name?",literature,Melkor,Melion,Mordred,The Evil One,Melkor
832,"The epic love story in The Silmarillion held great significance to Tolkien himself. This is evident by the fact that the names of the two lovers were engraved upon the tombstones of J.R.R. and his wife, Edith. What were these names?",literature,Luthien and Beren,Tuor and Idril,Thingol and Melian,Perseus and Andromeda,Luthien and Beren
833,What was the name of the Great Elven Prince of the Noldor who created the Silmarils described by J. R. Tolkien?,literature,Feanor,Fingon,Fangorn,Feanor,Finarfin
834,"In The Silmarillion, the Elves call themselves this, meaning The Speakers, signifying their value of communication.",literature,Quendi,Quenya,Quendi,Quizlings,Quintet
835,"Known as the Wildman of the Woods, this tragic hero, described in The Silmarillion, was cursed by Morgoth because his father refused to reveal the location of the secret Elvin kingdom of Gondolin.",literature,Turin,Turok,Tuor,Turgon,Turin
836,What transgression did fictional character Melkor commit to warrant the revenge of the Valor?,literature,Creation fo the Orcs,Creation fo the Orcs,Seduction of the men of Numenor,Creation of the Balrogs,Deception of the Elves
837,"In Tolkiens writings, Numenor was created as a reward to men by the Valar for their part in the War of the Silmarills. The first king was the son of Earendil, a mortal, and Elwing, an Elf, and brother to Elrond. Who was he?",literature,Elros,Elros,Elendil,El Cid,Elfin
839,"At the time of the fictional War of the Ring, who were the only surviving leaders of the Noldor?",literature,Galadriel and Celeborn,Celebrimbor and Cirdan,Gil-galad and Celegorm,Galadriel and Celeborn,Elrond and Celebrian
840,"In Tolkiens book The Silmarillion, the kings of Numenor increasingly became rebellious against the Valar and mounted an attack against them. The result was that the island of Numenor sank into the sea. What was the reason for their revolt?",literature,They lusted after immortality.,They wanted the Silmarils for themselves.,They were tired of Manna.,They wanted the riches of the Valor.,They lusted after immortality.
841,"There were a number of notable inter-racial marriages in The Silmarillion. The first one mentioned was between a mortal and a Maia, a servant of the Valar. What were their names?",literature,Thingol and Melian,Tuor and Idril,Thingol and Melian,Earendil and Elwing,Beren and Luthian
842,"In The Silmarillion, Carcharoth slew Beren after swallowing a Silmaril. What was Carcharoth?",literature,wolf,wolf,dragon,spider,Balrog
844,What is the name of the main character in The Dark Tower?,literature,Roland Deschain,Roland King,Roland Gilead,Roland Eld,Roland Deschain
845,What is the name of the dog-like billy-bumbler in the Dark Tower series?,literature,Oy,Doggie,Ogg,Oy,Aye
846,"In the Dark Tower series, the woman known as Susannah has a dissociative identity disorder. How many personalities does she have?",literature,4,8,10,6,4
847,"In the Dark Towere series of books, Eddie Dean mysteriously resembles which one of Rolands dead friends?",literature,Cuthbert Allgood,Alain Johns,Jamie de Curry,Randall Flagg,Cuthbert Allgood
848,What is the name of Rolands first love in The Dark Tower?,literature,Susan Delgado,Mia,Detta Walker,Susan Delgado,Susannah Dean
849,There are a number of evil spheres in the Dark Tower books. What is the name of the most sinister of them?,literature,Black Thirteen,Blue Fog,White Mist,Purple Haze,Black Thirteen
850,"Roland, the protagonist of the Dark Tower books, is a descendant of this great king.",literature,Arthur Eld,Arthur Eld,The Red King,The Prim lord,Steven Deschain
851,"In the Dark Tower series of books, Jake has a very special ability called The Touch. What is it?",literature,A kind of telekinesis,The power to turn things into gold,A kind of telekinesis,The power to kill by thought,The power to start fires
852,"Among the servants of the Red King in the Dark Tower, there are bird-like creatures that can assume a human form. What are they called?",literature,Taheen,Grandfathers,Prims,Taheen,Slow muties
